Temperature,run,term,estimate,std.error,statistic,p.value
13,63,umax,0.03605492926274713,0.0015705811045352972,22.956426228886183,2.917381404299228e-6
13,64,ks,0,1.3772239424547723,0,1
13,64,umax,0.0363193931944984,0.0020439129433521817,17.769540191340866,1.0358531553803825e-5
13,65,ks,0,1.0731009217671283,0,1
13,65,umax,0.03668370814268784,0.0016085444517334778,22.805529622233916,3.014377496954391e-6
13,66,ks,0,1.1880962933210832,0,1
13,66,umax,0.03608131340745381,0.0017516737763584533,20.598192365740093,4.991756181931526e-6
13,67,ks,0,1.1829237001534039,0,1
13,67,umax,0.03682588557990635,0.0017800376949352564,20.688261650125213,4.8850962722931455e-6
13,68,ks,0,1.1058682194498364,0,1
13,68,umax,0.036503689731103524,0.0016495269508042193,22.12979285564647,3.4991475390266602e-6
13,69,ks,0,1.1318072716369314,0,1
13,69,umax,0.03673330856338502,0.0016988373526903725,21.622616494281885,3.925195826072118e-6
13,70,ks,0,1.0525012544419055,0,1
13,70,umax,0.03673670497281815,0.0015799453850504144,23.251882831156166,2.7380724812415015e-6
13,71,ks,0,1.3705292270401985,0,1
13,71,umax,0.03695281193228022,0.0020694505845630456,17.85633936269255,1.0112481960903142e-5
13,72,ks,0,1.2048246818629011,0,1
13,72,umax,0.035438815938660606,0.0017447062405013844,20.312196469519353,5.349423988183734e-6
13,73,ks,0,1.0896176271370275,0,1
13,73,umax,0.03557174022139568,0.0015837932870489788,22.459837727734744,3.2515500964745986e-6
13,74,ks,0,0.9799603769789529,0,1
13,74,umax,0.03628870449766459,0.0014531125419592196,24.973086013514706,1.920925403690644e-6
13,75,ks,0,1.052137122274376,0,1
13,75,umax,0.03643374709557968,0.0015663739775777228,23.25992873804101,2.733377220918499e-6
13,76,ks,0,1.050639970814683,0,1
13,76,umax,0.036500426360162964,0.0015670077044602079,23.29307396273229,2.714136492338297e-6
13,77,ks,0,1.0708184200645496,0,1
13,77,umax,0.035647580822434806,0.0015597865336722163,22.854140648662646,2.982714202164774e-6
13,78,ks,0,1.1713789105483896,0,1
13,78,umax,0.037199541493955005,0.0017805503593908518,20.89215915616193,4.653560150652751e-6
13,79,ks,0,1.100945950177854,0,1
13,79,umax,0.03496297706094615,0.001572873024201988,22.2287346295388,3.4226214338210093e-6
13,80,ks,0,1.4855078772368155,0,1
13,80,umax,0.03682839216945201,0.0022355118519809263,16.47425493934095,1.5041151916662584e-5
13,81,ks,0,1.2055984291756916,0,1
13,81,umax,0.036659487474635676,0.0018059607843856874,20.299160309345094,5.366446140349046e-6
13,82,ks,0,1.1165239790982215,0,1
13,82,umax,0.03729452439174236,0.001701501746396078,21.91859307269902,3.669470987582474e-6
13,83,ks,0,1.2241271423379885,0,1
13,83,umax,0.035688662337561794,0.0017851555033813929,19.991906738634984,5.787092232929206e-6
13,84,ks,0,1.3427358937573262,0,1
13,84,umax,0.03581525534491848,0.0019650695941310467,18.225947545005894,9.14000937485948e-6
13,85,ks,0,1.364693315483197,0,1
13,85,umax,0.035346576061883433,0.0019710683057590933,17.932699723600315,9.901789881798324e-6
13,86,ks,0,0.9813927927114853,0,1
13,86,umax,0.036445051976011895,0.0014615063114492464,24.936636736021047,1.9349088550724433e-6
13,87,ks,0,1.2865602223462616,0,1
13,87,umax,0.037196483933422515,0.0019554705565676483,19.02175607221204,7.400753228253135e-6
13,88,ks,0,1.0772103518649225,0,1
13,88,umax,0.03556561563201903,0.001565489298318796,22.718530027776946,3.072057184577675e-6
13,89,ks,0,1.1557528066717004,0,1
13,89,umax,0.036747540629477334,0.0017354516408110733,21.174626688130104,4.35414226885414e-6
13,90,ks,0,1.1871077763968703,0,1
13,90,umax,0.03608681122839948,0.0017504830648395766,20.61534438878257,4.971231381923024e-6
13,91,ks,0,1.0750712144683081,0,1
13,91,umax,0.035649095810751756,0.0015660477580738867,22.763734775622225,3.0419234958199366e-6
13,92,ks,0,1.0020207537358756,0,1
13,92,umax,0.03673478624816057,0.0015040889226795623,24.423280894002506,2.1454308242678376e-6
13,93,ks,0,0.9684132404558681,0,1
13,93,umax,0.03683757821716893,0.0014577097031503558,25.270860266318273,1.8111102963081233e-6
13,94,ks,0,1.018587087753488,0,1
13,94,umax,0.03681592273567984,0.0015323329514263628,24.02605954626895,2.3273615095356988e-6
13,95,ks,0,1.0770470435815145,0,1
13,95,umax,0.035632446989231265,0.0015681932979774345,22.721973774016217,3.0697490177757825e-6
13,96,ks,0,1.2306056132883578,0,1
13,96,umax,0.03672754269023584,0.001846843325301938,19.886658595813103,5.940189888317029e-6
13,97,ks,0,1.0801693921108722,0,1
13,97,umax,0.03645136036150114,0.0016088845973051941,22.65629270275534,3.114132319805304e-6
13,98,ks,0,1.2959293201854118,0,1
13,98,umax,0.03660223490640835,0.0019382427567068252,18.884236651861627,7.670899779486666e-6
13,99,ks,0,1.2253848628897988,0,1
13,99,umax,0.03637624650293392,0.0018214182560474055,19.971385694723796,5.816568456791278e-6
13,100,ks,0,1.2254406497959165,0,1
13,100,umax,0.0369797604627877,0.0018517214256023784,19.970477174101884,5.8178775988622695e-6
16,1,ks,0.5009946354751356,1.5349415529860788,0.3263932978428393,0.7573459901502243
16,1,umax,0.052761113263915846,0.003118566159858293,16.918388310323135,1.3194357448087892e-5
16,2,ks,0,1.458653599718084,0,1
16,2,umax,0.05348822158600089,0.0031880827008462483,16.777551464334007,1.374899050709476e-5
16,3,ks,0.7293250889190421,1.1839400496110872,0.6160152189788819,0.5648436931692751
16,3,umax,0.052474285404121905,0.0023310788560310805,22.510729428289345,3.2152662861921505e-6
16,4,ks,0.7654137835449546,1.6611836540824634,0.46076409532678825,0.6643148856042009
16,4,umax,0.0531023557711419,0.003296531429819793,16.10855437044772,1.6797860997234943e-5
16,5,ks,0.5437581528503868,1.5562756031600755,0.34939708091951427,0.74102533395545
16,5,umax,0.05281302314591669,0.0031495196590280226,16.768596123707127,1.378519215185333e-5
16,6,ks,0,1.0711643763571352,0,1
16,6,umax,0.05271848286273726,0.002307481913764969,22.846758862226537,2.98749664684495e-6
16,7,ks,0,1.0726524166886877,0,1
16,7,umax,0.052715392112049515,0.0023105518130801727,22.815066000089033,3.008134239848008e-6
16,8,ks,0.670616485993105,1.5688035359271895,0.427470024534818,0.686821301026256
16,8,umax,0.0534254982636053,0.003165686277705774,16.8764348633825,1.3356727761289248e-5
16,9,ks,0.7550193642968724,1.657679409254743,0.4554676616489511,0.6678693675183801
16,9,umax,0.05309357989487734,0.003292858770545055,16.12385577231694,1.6719592661583194e-5
16,10,ks,0.879258181498008,1.4812728324245255,0.5935828716029654,0.5786235566012765
16,10,umax,0.05403342721817154,0.0029534701233153446,18.29489548298449,8.97121846317999e-6
16,11,ks,0.9091555581845963,1.6913043924486904,0.5375469739473154,0.6139423148732648
16,11,umax,0.053607366716749504,0.003334653329629037,16.075843998666286,1.6966653656843347e-5
16,12,ks,0.5524397768384143,1.1331319381159728,0.4875334974292055,0.646503836520781
16,12,umax,0.05189017961436846,0.00225087191026683,23.053368509191237,2.8570383953753258e-6
16,13,ks,0.6549970170759811,1.0925809115308245,0.5994952045778095,0.5749714364534713
16,13,umax,0.052069476311607535,0.0021525554688834703,24.18960954284535,2.2502980193782104e-6
16,14,ks,0.5820534166191751,1.1265647793942448,0.5166621815854618,0.6274235710601179
16,14,umax,0.05196308194392884,0.0022334023956374054,23.266332142130057,2.72964735188285e-6
16,15,ks,0.5731610902470393,1.1022713440741247,0.5199818477803917,0.6252694594891632
16,15,umax,0.05186857925153804,0.002183480946231458,23.75499513337166,2.4621721111427463e-6
16,16,ks,0,1.0466737088826585,0,1
16,16,umax,0.0527112048624916,0.0022544132722920004,23.381340728579705,2.66368410505799e-6
16,17,ks,0.6264033519402706,1.1036108702431568,0.5675944020035397,0.5948467319892189
16,17,umax,0.05186793329966439,0.0021728984850239133,23.870389554389867,2.403667894627974e-6
16,18,ks,0.5811374451170466,1.1036160531870445,0.5265757447427719,0.6210032771054186
16,18,umax,0.05189848297241357,0.0021854151886582934,23.74765364574772,2.4659516087888803e-6
16,19,ks,0.616081583053798,1.100299015363508,0.5599219616226431,0.5996885120394946
16,19,umax,0.05186065399147272,0.002168614223049101,23.91419065699751,2.3818981931093606e-6
16,20,ks,0.7551031102309648,1.6576220177245051,0.4555339529499795,0.6678248175571913
16,20,umax,0.05309357810447272,0.0032927133793366732,16.124567184517158,1.6715964340118e-5
16,21,ks,0.7552412368913656,1.6576341631829747,0.4556139428504284,0.6677710637447347
16,21,umax,0.05309424374653115,0.0032927282894057285,16.124696324734888,1.671530580441501e-5
16,22,ks,0.574083218887734,1.1217916279468478,0.5117556635169815,0.6306150916703315
16,22,umax,0.05196324028574125,0.0022259696269494554,23.344092235864622,2.6848366969037954e-6
16,23,ks,0,1.0710481774005562,0,1
16,23,umax,0.05271887505809947,0.002307248663743786,22.849238526616723,2.9858891201748513e-6
16,24,ks,0.5736585013258418,1.1221087606810347,0.511232530595051,0.6309559123496022
16,24,umax,0.05196219119439163,0.0022266623958902493,23.336358170101693,2.6892539055030387e-6
16,25,ks,0,1.3635138696739133,0,1
16,25,umax,0.05359115079875066,0.0029858769478631622,17.948211441567636,9.8596348715019e-6
16,26,ks,0.6107984801174069,1.120309616728735,0.5452050674178065,0.6090415200958172
16,26,umax,0.05192571403612769,0.002212151582783383,23.472945724087086,2.6125073737819104e-6
16,27,ks,0.8847529954045337,1.2085766973717444,0.732061934777147,0.49698688226208787
16,27,umax,0.05210639714186415,0.0023224004499510106,22.436439479230767,3.2683966945921196e-6
16,28,ks,0.5791696780746396,1.1048768526429043,0.5241938743573507,0.6225423895580733
16,28,umax,0.05189204807221382,0.002188131638907948,23.715231364284868,2.4827264290724395e-6
16,29,ks,0,1.6129529842528207,0,1
16,29,umax,0.0545437908579177,0.0035948957472211524,15.172565407517018,2.254267141837693e-5
16,30,ks,0.12142317787724924,1.641779466487378,0.07395827536875992,0.9439112335458807
16,30,umax,0.053276931911380686,0.0035220107381451933,15.126851072418384,2.2879050087955582e-5
16,31,ks,0.9682873427441026,1.0467777338038735,0.9250171373300561,0.3974062611796808
16,31,umax,0.0531671076096227,0.002033696707629837,26.14308584468629,1.5301548752521343e-6
16,32,ks,0.5097102129547302,1.5472895751973146,0.3294213449927306,0.7551892129177791
16,32,umax,0.052853065968995035,0.003145978137773918,16.800201290144265,1.3657936062250508e-5
16,33,ks,0.9676362268108205,1.0229750485820766,0.9459040356380539,0.3876314907736806
16,33,umax,0.05310447928352112,0.001985252381808027,26.7494852393313,1.3653549591957333e-6
16,34,ks,0,1.0709102013811103,0,1
16,34,umax,0.052719155687939924,0.00230696370046628,22.852182579762484,2.9839818834488484e-6
16,35,ks,0.4541340678509536,1.9107413579569936,0.23767427546369943,0.8215658776353691
16,35,umax,0.055085664686552085,0.0040750991120855834,13.51762574882748,3.968880175143439e-5
16,36,ks,0,1.0802915559559017,0,1
16,36,umax,0.0526310786770967,0.0023232851229008002,22.65373206168632,3.115878164834319e-6
16,37,ks,0.7408920991311374,1.7008967129524541,0.4355891180747128,0.6812976252291912
16,37,umax,0.05466436805515486,0.003484172940757149,15.689338326379312,1.912321183719638e-5
16,38,ks,0,1.2092399245771448,0,1
16,38,umax,0.053697014297292574,0.002653272605715442,20.238031396255053,5.447136891131834e-6
16,39,ks,0.3964904858512067,1.7286937552169217,0.22935843011792098,0.8276772198898613
16,39,umax,0.053626077094377375,0.003613248433044429,14.841513969520618,2.511983869122672e-5
16,40,ks,0.922706909186296,1.4508468184781276,0.6359781731845224,0.5527578590458209
16,40,umax,0.054177892881641265,0.002886697075688084,18.768125460038863,7.908228786185344e-6
16,41,ks,0.842398335610172,1.2118874779856406,0.6951126659138179,0.5179572221859505
16,41,umax,0.05202587622453811,0.0023360759368663835,22.27062716733674,3.3908250809941847e-6
16,42,ks,0,1.357466086227217,0,1
16,42,umax,0.053686986276014335,0.002977949100258819,18.028174582080094,9.645703565055555e-6
16,43,ks,0.5737834099049836,1.1218877754085599,0.5114445691290538,0.6308177568817006
16,43,umax,0.05196223595104255,0.0022261934008313564,23.341294575591508,2.6864335387922207e-6
16,44,ks,0.7472690235869341,1.6576305340546342,0.4508055373226521,0.6710063486668498
16,44,umax,0.053063895534889494,0.003293776681339489,16.11035011435865,1.678865289644153e-5
16,45,ks,0.210525988650118,1.3346034463820045,0.15774422673704008,0.880830945092955
16,45,umax,0.0525031991805809,0.0027915656177076127,18.807796903479435,7.826164986357358e-6
16,46,ks,0.57619767959655,1.1224957251236722,0.5133183732464253,0.6295976072978277
16,46,umax,0.05196428123222952,0.0022268741161556808,23.33507801596662,2.689985888325003e-6
16,47,ks,0.5739715891919694,1.12169366571224,0.5117008384169804,0.6306508053003574
16,47,umax,0.05196253751480841,0.002225773161341668,23.34583704095257,2.683841377133528e-6
16,48,ks,0.7394872631350307,1.6618018277381759,0.4449912443179357,0.6749292437031635
16,48,umax,0.05293251235221946,0.0032967618624008925,16.055910181413875,1.707051202155135e-5
16,49,ks,0,1.2192916988386608,0,1
16,49,umax,0.05374923881637349,0.0026779299652372793,20.07118913268929,5.674879876657217e-6
16,50,ks,0.5758602316934054,1.1243531592558742,0.5121702438000214,0.6303450668321426
16,50,umax,0.05193961416429531,0.002229586366386823,23.2956278112099,2.712660734969467e-6
16,51,ks,0,1.0540782380417215,0,1
16,51,umax,0.052666546902317764,0.0022684381468053333,23.217096298829503,2.758484037691305e-6
16,52,ks,0.18213559762065099,1.3754873779371057,0.13241531732105735,0.8998195821601811
16,52,umax,0.052409283041704315,0.0028816665082220254,18.18714375593746,9.236676798401679e-6
16,53,ks,0.16123141252162213,1.3804696355397719,0.11679460987099487,0.9115690947854809
16,53,umax,0.05236330715082127,0.0028967932674585665,18.076301039169767,9.519625806293296e-6
16,54,ks,0,1.0477112103058477,0,1
16,54,umax,0.05257670118464481,0.0022508895727155185,23.358187723627516,2.6768085899274846e-6
16,55,ks,0.456720528896789,1.4927209210874433,0.305965115410903,0.7719608084309025
16,55,umax,0.0525440244695682,0.003035776511565239,17.30826504170975,1.1793096537199762e-5
16,56,ks,0.7537534161044371,1.171701748100137,0.6432980212981804,0.548368596162032
16,56,umax,0.05254932910799542,0.002303966925592895,22.808195952931293,3.0126303462771055e-6
16,57,ks,0.590939791978924,1.085288204566991,0.5445003359404404,0.6094915495600846
16,57,umax,0.05193654989986,0.0021482955026889544,24.175701077832468,2.2567313697424944e-6
16,58,ks,0.8782603703257122,1.2285869662542355,0.7148540514013324,0.5066781911891469
16,58,umax,0.052170236969832064,0.0023654379683961156,22.0552124667239,3.5581891673128455e-6
16,59,ks,0.7575514403025635,1.65844724382992,0.4567835625287175,0.6669853284869142
16,59,umax,0.053095666398590424,0.003293580018152028,16.120958381445824,1.673437957990722e-5
16,60,ks,0.9171402232818456,1.6960781899623225,0.5407417115022388,0.6118950441129415
16,60,umax,0.053607274123400286,0.003341124816177046,16.044678685407018,1.7129364989583548e-5
16,61,ks,1.15009883516039,1.0768882034541825,1.067983502346279,0.33435523156107877
16,61,umax,0.05383132034456667,0.002077060233452234,25.917072349459442,1.597612735385446e-6
16,62,ks,0.2800914582635145,1.6388739931879976,0.1709048160064279,0.8709994785580527
16,62,umax,0.05390268139747149,0.0034904870119957074,15.442739426396633,2.0671197624080992e-5
16,63,ks,0.9548701863615047,1.021774545316641,0.9345214076218712,0.3929342133714402
16,63,umax,0.053090011057422774,0.0019851523524254252,26.74354489344775,1.3668629816435272e-6
16,64,ks,0.5602269789965656,1.5300692730558831,0.3661448464210184,0.7292389137791999
16,64,umax,0.05299957847880254,0.003101571876207781,17.08797364502927,1.2561634194852547e-5
16,65,ks,0.7475330678249373,1.6575683185387335,0.4509817540938173,0.6708876397794645
16,65,umax,0.05306435072268104,0.0032935836053884313,16.111432737236637,1.6783104410713306e-5
16,66,ks,0.6027221643784497,1.1191555217052012,0.5385508561492081,0.6132985703111253
16,66,umax,0.0518958458871385,0.0022106311219367764,23.475579155726148,2.611053671459823e-6
16,67,ks,0.2192913464158218,1.3506440410290328,0.1623605774388546,0.8773794750056783
16,67,umax,0.05257066338472419,0.002825798492685275,18.60382597018367,8.259261523884354e-6
16,68,ks,0.5769014287135853,1.1040961669603127,0.5225101272671318,0.6236317100683001
16,68,umax,0.05189040495742992,0.002187082027527717,23.72586135513489,2.4772115992722317e-6
16,69,ks,0.6832467175612726,1.582062377103421,0.4318709094215494,0.6838244605956657
16,69,umax,0.05350089116189799,0.003192393054848631,16.758867170394456,1.3824650484676215e-5
16,70,ks,0.6231375920191605,1.0748552566386391,0.5797409355077995,0.587230074790208
16,70,umax,0.05204077298590657,0.0021241211238187644,24.49990841028274,2.112324143716828e-6
16,71,ks,0.2192634073228096,1.3506378318873375,0.16234063799058407,0.8773943763970926
16,71,umax,0.0525705911531247,0.0028257928718914828,18.6038374135808,8.259236432370096e-6
16,72,ks,0,1.3599825574534954,0,1
16,72,umax,0.05366819080559896,0.0029824252668279954,17.994814958994294,9.734270494528784e-6
16,73,ks,0.9776406628313654,1.029775930344215,0.9493722216876609,0.3860272926079566
16,73,umax,0.05310512315406415,0.001996292136088045,26.601879651807625,1.4034250277889716e-6
16,74,ks,0,1.0646836934819284,0,1
16,74,umax,0.05256057037526962,0.0022866512402253524,22.985827244074926,2.8989203634273224e-6
16,75,ks,1.0619352359389962,1.7614556574997657,0.6028736695230362,0.5728910068562417
16,75,umax,0.053233616730403104,0.0033917500727069,15.69502928849891,1.9089157747259594e-5
16,76,ks,0.5437347842736512,1.0847574014613706,0.5012501261029784,0.6374792856040334
16,76,umax,0.051753860541627415,0.002151262128318367,24.05744044873007,2.312332786955322e-6
16,77,ks,0.17823591945277195,1.3589633508536645,0.13115579558551665,0.9007659321452435
16,77,umax,0.05236884662586364,0.0028461748338626824,18.399729350003188,8.721670012790846e-6
16,78,ks,0.8782332384341249,1.228774873212889,0.7147226539046981,0.5067526966443798
16,78,umax,0.052170553907834885,0.0023658208953564364,22.051776620214028,3.560937803116623e-6
16,79,ks,0,1.2102955667476938,0,1
16,79,umax,0.054319629436057226,0.002686380392456438,20.22037891156104,5.470708257021947e-6
16,80,ks,0,1.048047070181093,0,1
16,80,umax,0.052591340418390024,0.0022522380234475197,23.35070266591451,2.6810681284103917e-6
16,81,ks,0.5888183505735444,1.1063673711658035,0.5322087092582037,0.6173721158331246
16,81,umax,0.051903246967236145,0.0021891466978336805,23.709350779734486,2.4857835924584e-6
16,82,ks,0.9675753180153739,1.023142999304517,0.9456892327593355,0.38773102355385736
16,82,umax,0.05310501191471967,0.0019856118096372626,26.74491139555674,1.366515903225074e-6
16,83,ks,0.17602133967543945,1.3636483793127574,0.12908117836369926,0.9023251163146153
16,83,umax,0.05233605594488935,0.002854955588670531,18.331653267244242,8.882757982326777e-6
16,84,ks,0.9624298837354697,1.0481871420751099,0.9181851647503847,0.40064590741919776
16,84,umax,0.05313791207019829,0.002036620384380691,26.09122076834992,1.54532821527875e-6
16,85,ks,0.5098694262878377,1.5471172289135702,0.3295609516583837,0.7550898364861377
16,85,umax,0.052853532280393904,0.0031455967957670903,16.80238622811318,1.3649190634270249e-5
16,86,ks,0.8736406943603825,1.4834651043071267,0.5889189383854289,0.5815146857711961
16,86,umax,0.05400438976422498,0.002958085638280995,18.256533572032776,9.06466679541387e-6
16,87,ks,0.562508805899765,1.0943315408969858,0.5140204635230526,0.6291407771559636
