term,estimate,std.error,statistic,p.value,Species,Temperature,N.Treatment
r,0.7366191583994102,0.06578427998975314,11.197495184474914,3.0287172074571836e-5,CS,22,33
r,0.7604389032288951,0.07035352043623547,10.808825180512676,3.711105616106778e-5,CS,22,55
r,0.6977436565881621,0.05531792205971339,12.613338148077522,4.547389123373917e-6,CS,22,110
r,0.7325915709969443,0.053022495608399244,13.816618071083306,8.945403557927498e-6,CS,22,220
r,0.6453945317032967,0.09254917122398404,6.973531185291082,4.3227460837479993e-4,CS,22,440
r,0.6759317528053419,0.07625959244266435,8.86356366661073,1.1472935830677916e-4,CS,22,330
r,0.33134109478174706,0.05030168647730988,6.587077252990487,6.177648790110497e-5,CS,25,0
r,0.6790248912452296,0.07991712768492962,8.49661281524357,2.823550859590006e-5,CS,25,11
r,0.7262234928376307,0.06684945806488264,10.863565896566788,1.788466668128257e-6,CS,25,22
r,0.7108830722612808,0.06478211870650756,10.973445859063427,1.6430776632594174e-6,CS,25,33
r,0.6435925167710365,0.06819618922770111,9.437367748249647,5.781837965190188e-6,CS,25,55
r,0.6679911427315853,0.05931582007181265,11.261601743394255,1.3200884623755972e-6,CS,25,110
r,0.7162743181140891,0.0520054531022052,13.77306177308773,2.3616533624179469e-7,CS,25,220
r,0.7397262837703268,0.0597042024383509,12.389852867294392,5.861527427370548e-7,CS,25,440
r,0.7421804780301372,0.04646710856794145,15.972168290716107,6.531044913903853e-8,CS,25,330
r,0.25907028349084615,0.04863495591180935,5.326832905135619,4.766700208607584e-4,CS,28,0
r,0.3761214177219733,0.05631082305580636,6.679380575723806,1.5599101911017898e-4,CS,28,11
r,0.3929421336458047,0.049972026401123165,7.86324193643212,4.94284480278758e-5,CS,28,22
r,0.40710571281215846,0.04451170926506313,9.14603639208464,1.646058595296979e-5,CS,28,33
r,0.4005077841740918,0.05184083126615998,7.725720718439373,5.608469145526932e-5,CS,28,55
r,0.3871033364641816,0.05463958281455784,7.0846685959879645,1.0355012715245708e-4,CS,28,110
r,0.4317761537658738,0.039774733333960206,10.855538618965861,4.584153607168433e-6,CS,28,220
r,0.37893025996311047,0.06368465575589792,5.9501029795237175,3.4193856136951545e-4,CS,28,440
r,0.4360367270756385,0.06525245444280488,6.682303842805387,1.5552059352741542e-4,CS,28,330
r,0.15650264891296176,0.05506665043668986,2.842058626625436,0.02497084775467987,TT,13,0
r,0.29932399420016337,0.10605678185291613,2.8222994227307225,0.037008352069122015,TT,13,11
r,0.3828013397381965,0.030617625753428055,12.502646117011107,4.82553597636132e-6,TT,13,22
r,0.28404598537591347,0.09009763004269586,3.15264658172816,0.016092522091025276,TT,13,33
r,0.32746271509507485,0.06739423977495955,4.858912515201992,0.0018374431399735746,TT,13,55
r,0.21688861736925755,0.09441408344267128,2.2972061948888527,0.0552179616962766,TT,13,110
r,0.2278458342750922,0.07583873446800696,3.004346471145433,0.01981991374405681,TT,13,220
r,0.383619205368725,0.050760861383004015,7.557381709388607,1.3085232199508905e-4,TT,13,440
r,0.40639597944217437,0.04637100156312362,8.764011251492127,5.068786534468451e-5,TT,13,330
r,0.283422708960524,0.024213240807298555,11.705277753446882,7.511819368764375e-6,TT,16,0
r,0.4525741510775505,0.09521828003075307,4.753017497600047,0.005090866565082942,TT,16,11
r,0.41688123623282214,0.03092100357409192,13.482137965991456,2.899933288317807e-6,TT,16,22
r,0.4324310091020948,0.06599627757314183,6.552354541857965,3.1812756876341443e-4,TT,16,33
r,0.4267395717884048,0.04173911746522557,10.223972084314854,1.8484149330539363e-5,TT,16,55
r,0.5243944245808502,0.045455015519536755,11.536558036273538,8.278426953662074e-6,TT,16,110
r,0.3768018146099393,0.080209572643945945,4.697716272377865,0.0022144251802886177,TT,16,220
r,0.5971572063153927,0.04268991302235535,13.988250713996079,2.259034691227931e-6,TT,16,440
r,0.7206682727560423,0.048699739642911535,14.798195596943787,1.5409427719522088e-6,TT,16,330
r,0.21132123102427364,0.096646927961753,2.186528175090074,0.08044798014762994,TT,19,0
r,0.5087280494108822,0.05124035128301836,9.928270136186216,1.7695041102853675e-4,TT,19,11
r,0.7557322575250935,0.0635444973495341,11.892961452950017,7.40467853165568e-5,TT,19,22
r,0.5545597337559999,0.09964006119419103,5.5656302004392035,0.002577153184116279,TT,19,33
r,0.6523863867367351,0.08111345884019189,8.042887038291065,4.8069990944349335e-4,TT,19,55
r,0.6010807604501459,0.152247660413039,3.9480459589293457,0.01087197296222277,TT,19,110
r,0.48032146880319426,0.15766338049740244,3.046499873894989,0.028538103910078914,TT,19,220
r,0.8721190268850988,0.09676156643096687,9.0130726387868,2.807374729272968e-4,TT,19,440
r,0.9440138290076661,0.04629157940319824,20.392776422366897,5.245629332650505e-6,TT,19,330
r,0.49160467246597744,0.07134753405462722,6.89028260023087,1.2575595177846406e-4,TT,22,0
r,0.5992884810291208,0.08048934063949449,7.445563304006767,7.295256979010482e-5,TT,22,11
r,0.5935912369729037,0.052300884880023386,11.349544818115099,3.2744520622702832e-6,TT,22,22
r,0.8235348134882761,0.058487581205422016,14.080507289159897,2.160472457462707e-6,TT,22,33
r,0.7179897105521915,0.10568645306716468,6.793583186067401,1.3872843207403908e-4,TT,22,55
r,0.6980176137211256,0.06041775105653948,11.553187623086373,2.8612285527140353e-6,TT,22,110
r,0.6752400363326397,0.149608487051632,4.51338055507242,0.0019670136905386706,TT,22,220
r,1.048423423617962,0.07047128835619172,14.877313130970249,4.106695301390644e-7,TT,22,440
r,0.9986457832120301,0.0906216025948527,11.019952799518832,4.0924364140659256e-6,TT,22,330
r,0.3686523266869914,0.08628779489970416,4.27235772006332,0.0020731122865916447,TT,25,0
r,0.42798453179000784,0.154592145489207,2.7684752704327273,0.03248787937681655,TT,25,11
r,0.45904753312176616,0.05207105572736618,8.81579078260385,1.0108618779727629e-5,TT,25,22
r,0.8138288167959905,0.10428219507397901,7.804101325433846,2.334119794979807e-4,TT,25,33
r,1.156960148169338,0.12475671136547663,9.273730731647824,8.888508606822381e-5,TT,25,55
r,0.7680465597183036,0.05960071553990598,12.88653253171187,4.186406988514565e-7,TT,25,110
r,0.8519558841123099,0.06480116380264961,13.14723122422494,3.524926525636398e-7,TT,25,220
r,1.0050102561720102,0.05051260141936857,19.89622842482725,9.50576623296835e-9,TT,25,440
r,0.8499782708576542,0.048662324478009805,17.466865382514843,2.98726250121607e-8,TT,25,330
r,0.21825238465409819,0.050004067205647394,4.3646926510299755,0.0018110369321071072,TT,28,0
r,0.3725438321613385,0.1389975751885689,2.68021820996469,0.03652553307798843,TT,28,11
r,0.411346135199917,0.07987485240141437,5.14988288344722,6.03230392366246e-4,TT,28,22
r,0.715459128125816,0.1348491958265147,5.305623987897294,0.0060640889443082996,TT,28,33
r,1.3038664719277853,0.11632044262518419,11.209263328967845,3.6069848911494425e-4,TT,28,55
r,0.7716551411429841,0.06906401530773117,11.173041962658713,3.6870855418824395e-6,TT,28,110
r,0.8191405332558354,0.06456137521401523,12.687780124578468,4.78312201944462e-7,TT,28,220
r,0.8014710249228394,0.09678386794341025,8.28103941238907,1.6781258985864154e-5,TT,28,440
r,0.7565967900323635,0.07745323564908724,9.768433606314803,4.347227770439307e-6,TT,28,330
