file_name,X3,X4,X5,X6,species,temperature,replicate,cell_density,start_time,cell_volume,begin.time,time_since_innoc,time_since_innoc_days,time_since_innoc_hours,total_biovolume
flowcamdata/summaries_090517/1-10-5_summary,NA,NA,NA,NA,1,10,5,14052,2017-05-09T10:56:54Z,1081.51,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-09 10:56:54 UTC,34.99784722,839.9483333,15197378.52
flowcamdata/summaries_090517/1-17-1_summary,NA,NA,NA,NA,1,17,1,21513,2017-05-09T11:26:50Z,872.27,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-09 11:26:50 UTC,35.01863426,840.4472222,18765144.51
flowcamdata/summaries_090517/1-17-2_summary,NA,NA,NA,NA,1,17,2,18812,2017-05-09T11:28:06Z,872.7,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-09 11:28:06 UTC,35.01951389,840.4683333,16417232.4
flowcamdata/summaries_090517/1-17-3_summary,NA,NA,NA,NA,1,17,3,14549,2017-05-09T11:30:01Z,849.21,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-09 11:30:01 UTC,35.02084491,840.5002778,12355156.29
flowcamdata/summaries_090517/1-17-4_summary,NA,NA,NA,NA,1,17,4,15950,2017-05-09T11:31:26Z,823.22,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-09 11:31:26 UTC,35.0218287,840.5238889,13130359
flowcamdata/summaries_090517/1-24-1_summary,NA,NA,NA,NA,1,24,1,15272,2017-05-09T11:58:49Z,793.99,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-09 11:58:49 UTC,35.04084491,840.9802778,12125815.28
flowcamdata/summaries_090517/1-24-2_summary,NA,NA,NA,NA,1,24,2,29885,2017-05-09T12:01:12Z,932.68,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-09 12:01:12 UTC,35.0425,841.02,27873141.8
flowcamdata/summaries_090517/1-24-3_summary,NA,NA,NA,NA,1,24,3,14484,2017-05-09T12:03:05Z,760.09,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-09 12:03:05 UTC,35.04380787,841.0513889,11009143.56
flowcamdata/summaries_090517/1-24-4_summary,NA,NA,NA,NA,1,24,4,14260,2017-05-09T12:05:28Z,851.46,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-09 12:05:28 UTC,35.04546296,841.0911111,12141819.6
flowcamdata/summaries_090517/1-24-5_summary,NA,NA,NA,NA,1,24,5,16629,2017-05-09T12:06:38Z,802.87,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-09 12:06:38 UTC,35.04627315,841.1105556,13350925.23
flowcamdata/summaries_090517/1-31-1_summary,NA,NA,NA,NA,1,31,1,180,2017-05-09T12:17:03Z,145.46,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-09 12:17:03 UTC,35.05350694,841.2841667,26182.8
flowcamdata/summaries_090517/1-31-2_summary,NA,NA,NA,NA,1,31,2,90,2017-05-09T12:18:48Z,139.73,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-09 12:18:48 UTC,35.05472222,841.3133333,12575.7
flowcamdata/summaries_090517/1-31-3_summary,NA,NA,NA,NA,1,31,3,90,2017-05-09T12:20:41Z,173.74,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-09 12:20:41 UTC,35.05603009,841.3447222,15636.6
flowcamdata/summaries_090517/1-31-4_summary,NA,NA,NA,NA,1,31,4,0,2017-05-09T12:22:55Z,0,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-09 12:22:55 UTC,35.05758102,841.3819444,0
flowcamdata/summaries_090517/1-31-5_summary,NA,NA,NA,NA,1,31,5,90,2017-05-09T12:25:12Z,346.4,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-09 12:25:12 UTC,35.05916667,841.42,31176
flowcamdata/summaries_090517/1-38-1_summary,NA,NA,NA,NA,1,38,1,0,2017-05-09T12:39:12Z,0,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-09 12:39:12 UTC,35.06888889,841.6533333,0
flowcamdata/summaries_090517/1-38-2_summary,NA,NA,NA,NA,1,38,2,90,2017-05-09T12:40:37Z,154.02,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-09 12:40:37 UTC,35.06987269,841.6769444,13861.8
flowcamdata/summaries_090517/1-38-3_summary,NA,NA,NA,NA,1,38,3,0,2017-05-09T12:43:22Z,0,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-09 12:43:22 UTC,35.07178241,841.7227778,0
flowcamdata/summaries_090517/1-38-4_summary,NA,NA,NA,NA,1,38,4,45,2017-05-09T12:44:41Z,420.45,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-09 12:44:41 UTC,35.07269676,841.7447222,18920.25
flowcamdata/summaries_090517/1-38-5_summary,NA,NA,NA,NA,1,38,5,0,2017-05-09T12:46:04Z,0,2017-04-04T11:00:00Z,2017-04-04 11:00:00 UTC--2017-05-09 12:46:04 UTC,35.07365741,841.7677778,0
flowcamdata/summaries_090517/2-03-1_summary,NA,NA,NA,NA,2,3,1,227,2017-05-09T10:39:11Z,601.77,2017-04-11T11:00:00Z,2017-04-11 11:00:00 UTC--2017-05-09 10:39:11 UTC,27.98554398,671.6530556,136601.79
flowcamdata/summaries_090517/2-03-2_summary,NA,NA,NA,NA,2,3,2,496,2017-05-09T10:40:36Z,1044.61,2017-04-11T11:00:00Z,2017-04-11 11:00:00 UTC--2017-05-09 10:40:36 UTC,27.98652778,671.6766667,518126.56
flowcamdata/summaries_090517/2-03-3_summary,NA,NA,NA,NA,2,3,3,361,2017-05-09T10:42:27Z,769.91,2017-04-11T11:00:00Z,2017-04-11 11:00:00 UTC--2017-05-09 10:42:27 UTC,27.9878125,671.7075,277937.51
flowcamdata/summaries_090517/2-03-4_summary,NA,NA,NA,NA,2,3,4,271,2017-05-09T10:43:54Z,795.85,2017-04-11T11:00:00Z,2017-04-11 11:00:00 UTC--2017-05-09 10:43:54 UTC,27.98881944,671.7316667,215675.35
