a,Temperature,N.Treatment,run,Species
0.5775682738341562,13,0,1,TT
0.5915771727486081,13,0,2,TT
0.5973753042620016,13,0,3,TT
0.5963329847079002,13,0,4,TT
0.6930048159573677,13,0,5,TT
0.5963329847489821,13,0,6,TT
0.6930048161309723,13,0,7,TT
0.5918555255561492,13,0,8,TT
0.5914103295908237,13,0,9,TT
0.6930048162770565,13,0,10,TT
0.5775682738487677,13,0,11,TT
0.591410329370708,13,0,12,TT
0.6930048159573677,13,0,13,TT
0.5918555255729532,13,0,14,TT
0.5915771727619622,13,0,15,TT
0.5963329847489821,13,0,16,TT
0.5973753041323424,13,0,17,TT
0.596332984689318,13,0,18,TT
0.5915771727141802,13,0,19,TT
0.5775682738341563,13,0,20,TT
0.5915771726161563,13,0,21,TT
0.5963329848296722,13,0,22,TT
0.6930048159573677,13,0,23,TT
0.5918555256586834,13,0,24,TT
0.5775682736264167,13,0,25,TT
0.5973753041323424,13,0,26,TT
0.5973753043545794,13,0,27,TT
0.5918555255961924,13,0,28,TT
0.5918555254878985,13,0,29,TT
0.6930048162744744,13,0,30,TT
0.6930048159573677,13,0,31,TT
0.6930048159573677,13,0,32,TT
0.6930048159573677,13,0,33,TT
0.5973753042193602,13,0,34,TT
0.5918555255729532,13,0,35,TT
0.5963329847136071,13,0,36,TT
0.5973753043881291,13,0,37,TT
0.5973753042884594,13,0,38,TT
0.5914103293043028,13,0,39,TT
0.5963329847136071,13,0,40,TT
0.5775682736646448,13,0,41,TT
0.6930048162744742,13,0,42,TT
0.5914103289781231,13,0,43,TT
0.591410329370708,13,0,44,TT
0.5914103292910585,13,0,45,TT
0.591410329370708,13,0,46,TT
0.5973753042620016,13,0,47,TT
0.5775682737258954,13,0,48,TT
0.5963329844582265,13,0,49,TT
0.5914103291527772,13,0,50,TT
0.6930048159736072,13,0,51,TT
0.5918555256586834,13,0,52,TT
0.5973753041323425,13,0,53,TT
0.5963329846362886,13,0,54,TT
0.5775682737903122,13,0,55,TT
0.5963329844582265,13,0,56,TT
0.6930048159573677,13,0,57,TT
0.5918555257573332,13,0,58,TT
0.5963329844582266,13,0,59,TT
0.5963329848296722,13,0,60,TT
0.6930048162744743,13,0,61,TT
0.6930048159736072,13,0,62,TT
0.591410329370708,13,0,63,TT
0.5915771727486081,13,0,64,TT
0.5914103289781231,13,0,65,TT
0.6930048159573677,13,0,66,TT
0.5914103294092055,13,0,67,TT
0.5775682736646448,13,0,68,TT
0.5915771727486082,13,0,69,TT
0.5775682738341562,13,0,70,TT
0.6930048159736072,13,0,71,TT
0.5963329844582266,13,0,72,TT
0.6930048159573677,13,0,73,TT
0.5914103289781231,13,0,74,TT
0.6930048159736073,13,0,75,TT
0.5918555257119744,13,0,76,TT
0.591577172748608,13,0,77,TT
0.5963329847489821,13,0,78,TT
0.5915771727619622,13,0,79,TT
0.5963329847079002,13,0,80,TT
0.5915771727486081,13,0,81,TT
0.5963329844582266,13,0,82,TT
0.5915771727619622,13,0,83,TT
0.5915771726636593,13,0,84,TT
0.591410329370708,13,0,85,TT
0.5915771727486081,13,0,86,TT
0.5775682736646448,13,0,87,TT
0.5973753041323424,13,0,88,TT
0.6930048162744742,13,0,89,TT
0.6930048162744743,13,0,90,TT
0.596332984689318,13,0,91,TT
0.5918555257573332,13,0,92,TT
0.5915771726636593,13,0,93,TT
0.5775682736264167,13,0,94,TT
0.6930048162744744,13,0,95,TT
0.5973753041323424,13,0,96,TT
0.5915771726636593,13,0,97,TT
0.5914103293707081,13,0,98,TT
0.5915771726636593,13,0,99,TT
0.5914103295908237,13,0,100,TT
1.2254088566828478,13,11,1,TT
1.2254088566828478,13,11,2,TT
1.2170089470871004,13,11,3,TT
1.2257680693777024,13,11,4,TT
1.2257680691553738,13,11,5,TT
1.2254088566828478,13,11,6,TT
1.148509713497292,13,11,7,TT
1.1485097132470679,13,11,8,TT
1.225408856910836,13,11,9,TT
1.2254088570357033,13,11,10,TT
1.1485097132837665,13,11,11,TT
1.2257189922958187,13,11,12,TT
1.148509713497292,13,11,13,TT
1.1485097132837665,13,11,14,TT
1.225408856910836,13,11,15,TT
1.225408856910836,13,11,16,TT
1.2257189923414864,13,11,17,TT
1.1485097132470679,13,11,18,TT
1.2257680691553738,13,11,19,TT
1.1485097132837665,13,11,20,TT
1.2257189922954785,13,11,21,TT
1.623789801319442,13,11,22,TT
1.2170089470871004,13,11,23,TT
1.2257680693837936,13,11,24,TT
1.2257680691553738,13,11,25,TT
1.2257189922954785,13,11,26,TT
1.2257189922954785,13,11,27,TT
1.2257189922954785,13,11,28,TT
1.2170089469192067,13,11,29,TT
1.225408856910836,13,11,30,TT
1.2257189922954785,13,11,31,TT
1.1485097132470679,13,11,32,TT
1.148509713497292,13,11,33,TT
1.2257680693837936,13,11,34,TT
1.2257680691553738,13,11,35,TT
1.2170089470871124,13,11,36,TT
1.2170089470871124,13,11,37,TT
1.2257680691553738,13,11,38,TT
1.225768069155374,13,11,39,TT
1.2257680693777024,13,11,40,TT
1.2257189923414864,13,11,41,TT
1.2257189922954785,13,11,42,TT
1.2257680693777024,13,11,43,TT
1.2257680693837936,13,11,44,TT
1.2257680691553738,13,11,45,TT
1.2170089470871004,13,11,46,TT
1.623789801315816,13,11,47,TT
1.225408856406461,13,11,48,TT
1.2170089467082785,13,11,49,TT
1.2257680693777024,13,11,50,TT
1.2257189922954785,13,11,51,TT
1.2257189922954785,13,11,52,TT
1.6237898013158125,13,11,53,TT
1.22571899253109,13,11,54,TT
1.2257189922958187,13,11,55,TT
1.2170089469192067,13,11,56,TT
1.2254088566828478,13,11,57,TT
1.2257680691553738,13,11,58,TT
1.225768069155374,13,11,59,TT
1.225408856406461,13,11,60,TT
1.225408856406461,13,11,61,TT
1.2257189922954785,13,11,62,TT
1.2257189923414864,13,11,63,TT
1.1485097132470679,13,11,64,TT
1.2257680691553738,13,11,65,TT
1.2257680691553738,13,11,66,TT
1.2170089470871004,13,11,67,TT
1.2170089469192067,13,11,68,TT
1.2254088566828478,13,11,69,TT
1.2170089469192067,13,11,70,TT
1.2170089469192067,13,11,71,TT
1.1485097133192297,13,11,72,TT
1.2170089470871004,13,11,73,TT
1.1485097134153153,13,11,74,TT
1.2257189923414864,13,11,75,TT
1.1485097132470679,13,11,76,TT
1.2257189922954785,13,11,77,TT
1.22576806929945,13,11,78,TT
1.225408856910836,13,11,79,TT
1.225408856910836,13,11,80,TT
1.2170089470871004,13,11,81,TT
1.2254088566828478,13,11,82,TT
