curve.id.list,topt.list,maxgrowth.list,z.list,w.list,a.list,b.list,rsqr.list,s.list,n.list
72,23.31905745398209,2.6729426521856583,12.551889630402473,34.03615193373558,0.2489222632665676,0.12372347899543437,0.9894680762536076,0.05535490707136044,6
73,23.507982017889876,2.7739912632266233,10.326086816368921,38.162350396031975,0.2044807735417495,0.13851548191264432,0.993689985374761,0.046411214892965076,6
74,23.49429154707078,2.682721182579338,12.990714945976123,33.09789055653782,0.21975300225166847,0.12844204128914305,0.9747427238626729,0.08902540038444262,6
75,23.45674131661888,2.668397794579306,12.174511826563132,34.641797826975974,0.2163412727719514,0.13064492376280668,0.9937668127903373,0.04401433350991442,6
76,23.5356273715191,2.6524971589810886,6.686591690046763,45.657960899954986,0.20594214077062584,0.14201935106274163,0.9916187088174374,0.048707916275608755,6
77,23.416543713829313,2.752794199674693,13.082296231633595,32.79031296397009,0.23035730313947586,0.12756314841694877,0.9949332946259063,0.040373142588280675,6
78,23.526733366299993,2.767139653417072,11.893157735586692,35.1628672376626,0.2109208342279578,0.1338927788981197,0.9898088165974431,0.05834095835037087,6
79,23.540175377167778,2.7390320798635455,10.707208984240125,37.46717478158362,0.2013979820814567,0.13778815126923724,0.9837706031286297,0.07296946671585504,6
80,23.729202797308922,2.750957759852518,8.787322314640656,41.159469956921576,0.16869178961659384,0.14920854443141296,0.9898121057341926,0.05802257752481524,6
81,23.782257487356105,2.72687156078806,7.948636225292984,42.943440077997145,0.16660932999733144,0.15053442976793552,0.9852366297336819,0.07042771943538649,6
82,23.360472153479378,2.432705308659089,11.867402631920868,36.00096475902311,0.2503550702677766,0.11975624847588519,0.9929540466316865,0.03809824407624005,6
83,23.477498100522176,2.7003701186729994,11.27360283935976,36.42694864763361,0.21322560888255992,0.13352138817564735,0.9948083394330344,0.03962619903389349,6
84,23.501774194489897,2.6932295392410635,9.267846410889844,40.46583154153292,0.20967025613939425,0.13769144244386414,0.9793817221504252,0.07860937473462823,6
85,23.446524699705776,2.6797874152810266,12.00222020220891,35.09632743361797,0.2247311844265577,0.1293381066394277,0.9726689639703804,0.09177615595396882,6
86,23.617743230023777,2.800889508574706,12.966206877302353,32.78909342822938,0.1899819477948323,0.13714837385356235,0.9876324999734539,0.07085270417533664,6
87,23.50412019289957,2.765658804599552,12.838780080297212,33.1677099932635,0.21066222490450126,0.13225459328884775,0.9910708581682669,0.056234208220140185,6
88,23.686870519020147,2.684608130790802,5.978422146451728,46.97114839472551,0.1832136707404618,0.14882549606923742,0.974441061755155,0.08733724307627518,6
89,23.73318740670668,2.794239511192297,11.514632760574068,35.6437869822097,0.16827556614570385,0.14514107392554287,0.9873350378797482,0.06838161683703782,6
90,23.57602408437791,2.570826179508195,7.24240975052589,44.894535719879926,0.21217347998892963,0.13778677049100946,0.9305893456736276,0.13257539912015082,6
91,23.429725008580363,2.7259912200039493,10.546878146995908,37.92309791195823,0.22386143002847922,0.133110137307596,0.9873607187238121,0.06209819195294288,6
92,23.33836265925552,2.672564750429114,12.893010014608144,33.310139276697356,0.2430848435938149,0.12413672945506443,0.9908531206454567,0.05266479448298405,6
93,23.51626281159028,2.701156184587758,9.137380708457332,40.73470423534702,0.20876802763333044,0.13820949329002857,0.9694837998411221,0.0969046190737332,6
94,23.42392263623691,2.7356892426837547,37.67844294613036,16.338938413112157,-0.010013343590591887,0.20897701935579063,0.9860009540099095,0.06681316177498979,6
95,23.73222054558843,2.724436664038993,6.14846143926187,46.49427963969531,0.17241432089844036,0.15207260545962184,0.9771273436205566,0.08700743828375974,6
96,23.53231547153566,2.7405743974218395,9.453917785261297,39.961121383482265,0.20149130987506286,0.1400747939804257,0.9956911076324176,0.037664341649583155,6
97,23.340112462958295,2.6602300312117144,13.211140988375039,32.70647516755538,0.24499126687088213,0.1229157920151149,0.9937424363033716,0.042674895670783836,6
98,23.550986140893833,2.7200289385979213,10.082027511820773,38.768339137466945,0.2010390647561364,0.1386030238675261,0.9823408661968502,0.07398056831059122,6
99,23.59371383878051,2.7664732797157625,10.193217015826193,38.38493003865252,0.1894878254218122,0.1419645429891215,0.9899287072870603,0.05865856764694417,6
100,23.586387418323053,2.7765849015947857,12.782461347638417,33.20853377515054,0.1951752860817209,0.13591058404147194,0.9947629654234814,0.043318293207482324,6
