sigma,isConv,finTol,logLik,AIC,BIC,deviance,df.residual,Species
0.6829324178855171,TRUE,1.4901161193847656e-8,-483.0982437860322,982.1964875720644,1015.4013097196346,215.47526957831883,462,AC
0.7151608644541526,TRUE,1.4901161193847656e-8,-424.52646496800446,865.0529299360089,896.8840160552179,198.44456407416257,388,CH
0.5067774640298571,TRUE,1.4901161193847656e-8,-300.30375321918774,616.6075064383755,648.7562521543454,103.7566528116074,404,CS
0.7465092575080557,TRUE,1.4901161193847656e-8,-482.0321045642312,980.0642091284624,1012.5930738492924,236.28505433517694,424,TT
