file_name,X3,X4,X5,X6,species,temperature,replicate,cell_density,start_time,cell_volume,begin.time,time_since_innoc,time_since_innoc_days,time_since_innoc_hours,total_biovolume
flowcamdata/summaries_mix_310517/mx2-17-4_summary,NA,NA,NA,NA,mx2,17,4.lst,14414.0,2017-05-31T14:15:19Z,432.25,2017-04-11T11:00:00Z,2017-04-11 11:00:00 UTC--2017-05-31 14:15:19 UTC,50.13563657407408,1203.2552777777778,6230451.5
flowcamdata/summaries_mix_310517/mx2-17-5_summary,NA,NA,NA,NA,mx2,17,5.lst,12426.0,2017-05-31T14:16:45Z,473.87,2017-04-11T11:00:00Z,2017-04-11 11:00:00 UTC--2017-05-31 14:16:45 UTC,50.136631944444446,1203.2791666666667,5888308.62
flowcamdata/summaries_mix_310517/mx3-10-1_summary,NA,NA,NA,NA,mx3,10,1_copy.lst,5467.0,2017-05-31T13:13:38Z,1074.78,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 13:13:38 UTC,47.09280092592593,1130.2272222222223,5875822.26
flowcamdata/summaries_mix_310517/mx3-10-2_summary,NA,NA,NA,NA,mx3,10,2_copy.lst,6834.0,2017-05-31T13:16:29Z,1034.38,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 13:16:29 UTC,47.09478009259259,1130.2747222222222,7068952.920000001
flowcamdata/summaries_mix_310517/mx3-10-3_summary,NA,NA,NA,NA,mx3,10,3_copy.lst,6823.0,2017-05-31T13:17:57Z,1118.59,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 13:17:57 UTC,47.095798611111114,1130.2991666666667,7632139.569999999
flowcamdata/summaries_mix_310517/mx3-10-4_summary,NA,NA,NA,NA,mx3,10,4_copy.lst,7365.0,2017-05-31T13:19:28Z,1002.05,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 13:19:28 UTC,47.09685185185185,1130.3244444444445,7380098.25
flowcamdata/summaries_mix_310517/mx3-10-5_summary,NA,NA,NA,NA,mx3,10,5_copy.lst,9065.0,2017-05-31T13:20:55Z,1033.33,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 13:20:55 UTC,47.09785879629629,1130.348611111111,9367136.45
flowcamdata/summaries_mix_310517/mx3-17-1_summary,NA,NA,NA,NA,mx3,17,1_copy.lst,12326.0,2017-05-31T16:21:51Z,838.0,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 16:21:51 UTC,47.223506944444445,1133.3641666666667,10329188.0
flowcamdata/summaries_mix_310517/mx3-17-2_summary,NA,NA,NA,NA,mx3,17,2_copy.lst,11899.0,2017-05-31T16:25:20Z,794.26,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 16:25:20 UTC,47.22592592592593,1133.4222222222222,9450899.74
flowcamdata/summaries_mix_310517/mx3-17-3_summary,NA,NA,NA,NA,mx3,17,3_copy.lst,10900.0,2017-05-31T16:27:28Z,824.38,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 16:27:28 UTC,47.227407407407405,1133.4577777777777,8985742.0
flowcamdata/summaries_mix_310517/mx3-17-4_summary,NA,NA,NA,NA,mx3,17,4_copy.lst,14082.0,2017-05-31T16:28:58Z,884.9,2017-04-14T11:00:00Z,2017-04-14 11:00:00 UTC--2017-05-31 16:28:58 UTC,47.22844907407407,1133.4827777777778,12461161.799999999
