"","r_predict","temperature","Species"
"1",0.0760149454773312,3,"TT"
"2",0.0782939356524843,3.17587939698492,"TT"
"3",0.0806370861333967,3.35175879396985,"TT"
"4",0.0830460357177044,3.52763819095477,"TT"
"5",0.0855224577533746,3.7035175879397,"TT"
"6",0.0880680605116566,3.87939698492462,"TT"
"7",0.0906845875429951,4.05527638190955,"TT"
"8",0.0933738180142429,4.23115577889447,"TT"
"9",0.0961375670254146,4.4070351758794,"TT"
"10",0.0989776859041241,4.58291457286432,"TT"
"11",0.10189606247574,4.75879396984925,"TT"
"12",0.104894621307189,4.93467336683417,"TT"
"13",0.107975323922213,5.1105527638191,"TT"
"14",0.111140168985778,5.28643216080402,"TT"
"15",0.114391192455189,5.46231155778895,"TT"
"16",0.11773046769535,5.63819095477387,"TT"
"17",0.12116010555546,5.81407035175879,"TT"
"18",0.12468225440428,5.98994974874372,"TT"
"19",0.128299100120989,6.16582914572864,"TT"
"20",0.132012866038438,6.34170854271357,"TT"
"21",0.135825812835488,6.51758793969849,"TT"
"22",0.139740238374915,6.69346733668342,"TT"
"23",0.143758477483202,6.86934673366834,"TT"
"24",0.147882901668326,7.04522613065327,"TT"
"25",0.152115918771467,7.22110552763819,"TT"
"26",0.156459972548347,7.39698492462312,"TT"
"27",0.160917542175686,7.57286432160804,"TT"
"28",0.165491141678047,7.74874371859296,"TT"
"29",0.170183319270076,7.92462311557789,"TT"
"30",0.174996656608926,8.10050251256281,"TT"
"31",0.179933767951363,8.27638190954774,"TT"
"32",0.184997299209796,8.45226130653266,"TT"
"33",0.190189926901185,8.62814070351759,"TT"
"34",0.195514356982468,8.80402010050251,"TT"
"35",0.200973323565857,8.97989949748744,"TT"
"36",0.206569587507007,9.15577889447236,"TT"
"37",0.212305934858747,9.33165829145729,"TT"
"38",0.218185175182659,9.50753768844221,"TT"
"39",0.224210139710479,9.68341708542714,"TT"
"40",0.230383679346857,9.85929648241206,"TT"
"41",0.236708662504628,10.035175879397,"TT"
"42",0.243187972763323,10.2110552763819,"TT"
"43",0.2498245063412,10.3869346733668,"TT"
"44",0.256621169370603,10.5628140703518,"TT"
"45",0.263580874966016,10.7386934673367,"TT"
"46",0.270706540073604,10.9145728643216,"TT"
"47",0.278001082090585,11.0904522613065,"TT"
"48",0.285467415242171,11.2663316582915,"TT"
"49",0.293108446703261,11.4422110552764,"TT"
"50",0.300927072451488,11.6180904522613,"TT"
"51",0.308926172837568,11.7939698492462,"TT"
"52",0.317108607858269,11.9698492462312,"TT"
"53",0.325477212116631,12.1457286432161,"TT"
"54",0.334034789453359,12.321608040201,"TT"
"55",0.342784107232568,12.4974874371859,"TT"
"56",0.351727890264306,12.6733668341709,"TT"
"57",0.360868814345438,12.8492462311558,"TT"
"58",0.370209499399684,13.0251256281407,"TT"
"59",0.379752502196679,13.2010050251256,"TT"
"60",0.389500308629051,13.3768844221106,"TT"
"61",0.399455325525536,13.5527638190955,"TT"
"62",0.409619871977159,13.7286432160804,"TT"
"63",0.419996170152491,13.9045226130653,"TT"
"64",0.430586335576883,14.0804020100503,"TT"
"65",0.441392366849492,14.2562814070352,"TT"
"66",0.452416134770693,14.4321608040201,"TT"
"67",0.463659370851302,14.608040201005,"TT"
"68",0.475123655173702,14.78391959799,"TT"
"69",0.486810403573691,14.9597989949749,"TT"
"70",0.498720854110446,15.1356783919598,"TT"
"71",0.510856052790567,15.3115577889447,"TT"
"72",0.523216838510666,15.4874371859296,"TT"
"73",0.535803827181399,15.6633165829146,"TT"
"74",0.548617394994183,15.8391959798995,"TT"
"75",0.561657660790174,16.0150753768844,"TT"
"76",0.574924467489281,16.1909547738693,"TT"
"77",0.588417362535145,16.3668341708543,"TT"
"78",0.602135577310119,16.5427135678392,"TT"
"79",0.616078005472221,16.7185929648241,"TT"
"80",0.630243180164011,16.894472361809,"TT"
"81",0.644629250041111,17.070351758794,"TT"
"82",0.65923395406585,17.2462311557789,"TT"
"83",0.674054595009155,17.4221105527638,"TT"
"84",0.689088011601337,17.5979899497487,"TT"
"85",0.704330549269866,17.7738693467337,"TT"
"86",0.719778029399582,17.9497487437186,"TT"
"87",0.735425717047962,18.1256281407035,"TT"
"88",0.751268287045245,18.3015075376884,"TT"
"89",0.767299788406132,18.4773869346734,"TT"
"90",0.783513606976695,18.6532663316583,"TT"
"91",0.799902426236842,18.8291457286432,"TT"
"92",0.816458186175294,19.0050251256281,"TT"
"93",0.833172040150487,19.1809045226131,"TT"
"94",0.850034309647133,19.356783919598,"TT"
"95",0.867034436834348,19.5326633165829,"TT"
"96",0.884160934827232,19.7085427135678,"TT"
"97",0.901401335549696,19.8844221105528,"TT"
"98",0.918742135091915,20.0603015075377,"TT"
"99",0.936168736451379,20.2361809045226,"TT"
"100",0.953665389541772,20.4120603015075,"TT"
"101",0.971215128349038,20.5879396984925,"TT"
"102",0.988799705108951,20.7638190954774,"TT"
"103",1.00639952137519,20.9396984924623,"TT"
"104",1.02399355584145,21.1155778894472,"TT"
"105",1.04155928877539,21.2914572864322,"TT"
"106",1.0590726229163,21.4673366834171,"TT"
"107",1.07650780068204,21.643216080402,"TT"
"108",1.09383731752472,21.8190954773869,"TT"
"109",1.11103183126728,21.9949748743719,"TT"
"110",1.12806006724694,22.1708542713568,"TT"
"111",1.14488871908342,22.3467336683417,"TT"
"112",1.16148234488297,22.5226130653266,"TT"
"113",1.17780325868098,22.6984924623116,"TT"
"114",1.19381141691787,22.8743718592965,"TT"
"115",1.20946429973462,23.0502512562814,"TT"
"116",1.22471678686523,23.2261306532663,"TT"
