ks,Temperature,run,Species
0,3,1,TT
0,3.1758793969849246,1,TT
0,3.351758793969849,1,TT
0,3.527638190954774,1,TT
0,3.7035175879396984,1,TT
0,3.879396984924623,1,TT
0,4.055276381909548,1,TT
0,4.231155778894473,1,TT
0,4.407035175879397,1,TT
0,4.582914572864322,1,TT
0,4.758793969849246,1,TT
0,4.934673366834171,1,TT
0,5.110552763819095,1,TT
0,5.28643216080402,1,TT
0,5.462311557788945,1,TT
0,5.6381909547738696,1,TT
0,5.814070351758794,1,TT
0,5.989949748743719,1,TT
0,6.165829145728644,1,TT
0,6.341708542713568,1,TT
0,6.517587939698492,1,TT
0,6.693467336683417,1,TT
0,6.869346733668342,1,TT
0,7.045226130653266,1,TT
0,7.2211055276381915,1,TT
0,7.396984924623116,1,TT
0,7.572864321608041,1,TT
0,7.748743718592965,1,TT
0,7.92462311557789,1,TT
0,8.100502512562814,1,TT
0,8.2763819095477391,1,TT
0,8.452261306532662,1,TT
0,8.628140703517587,1,TT
0,8.804020100502512,1,TT
0,8.979899497487438,1,TT
0,9.155778894472363,1,TT
0,9.331658291457288,1,TT
0,9.507537688442213,1,TT
0,9.683417085427136,1,TT
0,9.859296482412061,1,TT
0,10.035175879396984,1,TT
0,10.21105527638191,1,TT
0,10.386934673366834,1,TT
0,10.56281407035176,1,TT
0,10.738693467336685,1,TT
0,10.91457286432161,1,TT
0,11.090452261306533,1,TT
0,11.266331658291458,1,TT
0,11.442211055276383,1,TT
0,11.618090452261308,1,TT
0,11.793969849246231,1,TT
0,11.969849246231156,1,TT
0,12.145728643216081,1,TT
0,12.321608040201006,1,TT
0,12.49748743718593,1,TT
0,12.673366834170855,1,TT
0,12.84924623115578,1,TT
0,13.025125628140705,1,TT
0,13.201005025125628,1,TT
0,13.376884422110553,1,TT
0.07210677623182482,13.552763819095478,1,TT
0.16688835807827118,13.728643216080403,1,TT
0.2633171067823501,13.904522613065327,1,TT
0.36179061434418114,14.080402010050252,1,TT
0.46270647276388477,14.256281407035177,1,TT
0.5664622740415792,14.432160804020102,1,TT
0.6734556101773801,14.608040201005027,1,TT
0.7840840731714085,14.78391959798995,1,TT
0.8987452550237836,14.959798994974875,1,TT
1.0178367477346224,15.1356783919598,1,TT
1.141756143304044,15.311557788944725,1,TT
1.270901033732167,15.487437185929648,1,TT
1.4056690110191088,15.663316582914574,1,TT
1.546457667164992,15.839195979899499,1,TT
1.6936645941699315,16.015075376884425,1,TT
1.8476873840340429,16.190954773869347,1,TT
2.008923628757452,16.366834170854272,1,TT
2.177770920340275,16.542713567839197,1,TT
2.3546268507826276,16.718592964824122,1,TT
2.5398445555997533,16.894472361809044,1,TT
2.733470308387834,17.07035175879397,1,TT
2.935420900992852,17.246231155778894,1,TT
3.145612668528604,17.42211055276382,1,TT
3.363961946108883,17.597989949748744,1,TT
3.5903850688474854,17.77386934673367,1,TT
3.824798371858204,17.949748743718594,1,TT
4.067118190254834,18.12562814070352,1,TT
4.317260859151169,18.301507537688444,1,TT
4.575142713661,18.47738693467337,1,TT
4.840680088898129,18.653266331658294,1,TT
5.113789319976342,18.82914572864322,1,TT
5.3943867420094325,19.00502512562814,1,TT
5.682388690111204,19.180904522613066,1,TT
5.977711499395446,19.35678391959799,1,TT
6.2802715049759525,19.532663316582916,1,TT
6.589985041966518,19.70854271356784,1,TT
6.906768445480935,19.884422110552766,1,TT
7.230538050633,20.06030150753769,1,TT
7.561210192536508,20.236180904522616,1,TT
7.898701206305242,20.412060301507537,1,TT
8.242887901951208,20.587939698492463,1,TT
8.592738012144848,20.763819095477388,1,TT
8.946310192215062,20.939698492462313,1,TT
9.301623572388955,21.115577889447238,1,TT
9.656697282893624,21.291457286432163,1,TT
10.009550453956171,21.467336683417088,1,TT
10.358202215803697,21.643216080402013,1,TT
10.700671698663292,21.819095477386934,1,TT
11.034978032762076,21.99497487437186,1,TT
11.359140348327134,22.170854271356784,1,TT
11.671177775585573,22.34673366834171,1,TT
11.96910944476449,22.522613065326635,1,TT
12.250954486090984,22.69849246231156,1,TT
12.51473202979216,22.874371859296485,1,TT
12.758461206095115,23.05025125628141,1,TT
12.980161145226948,23.226130653266335,1,TT
13.177850977414755,23.402010050251256,1,TT
13.34954983288565,23.57788944723618,1,TT
13.49327684186672,23.753768844221106,1,TT
13.607051134585074,23.92964824120603,1,TT
13.688891841267804,24.105527638190956,1,TT
13.736821554063134,24.28140703517588,1,TT
13.749844305907878,24.457286432160807,1,TT
13.729290069907314,24.63316582914573,1,TT
13.676825788720427,24.809045226130653,1,TT
13.594118405006203,24.984924623115578,1,TT
13.482834861423632,25.160804020100503,1,TT
13.344642100631695,25.33668341708543,1,TT
13.181207065289387,25.512562814070353,1,TT
12.99419669805569,25.68844221105528,1,TT
12.785277941589591,25.864321608040203,1,TT
12.55611773855008,26.04020100502513,1,TT
12.308383031596144,26.216080402010054,1,TT
12.043740763386769,26.391959798994975,1,TT
11.76385787658094,26.5678391959799,1,TT
11.470401313837643,26.743718592964825,1,TT
11.165038017815867,26.91959798994975,1,TT
