median,lci,uci,Temperature
0.18399122551451064,0.021949847232249572,0.4614533995312891,13
0.19130745248737124,0.027354282703746766,0.38557502727894855,16
0.08032006334083441,0.010552672872024313,0.28420094960963477,19
0.1295738414284277,0.031816959713002746,0.25462950697963016,22
0.06357651038934092,0.004545151736888814,0.14701286559079432,25
0.22497727400948472,0.0781609433335435,0.4464172485277907,28
