N,Temp,Species,a,b,z,w,ks_a,ks_b,tn,r_pred
110,5.6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.31352324314765334
220,5.6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.3136690613220634
440,5.6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.31374217558009004
330,5.6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.31371778892490537
0,5.7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.22383911462486542
11,5.7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2951539199175351
22,5.7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2964676845502589
33,5.7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.29691642910300553
55,5.7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2972794371558596
110,5.7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2975540687788683
220,5.7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2976921562762666
440,5.7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.29776139421249936
330,5.7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.29773830048021027
0,5.800000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2119851309773002
11,5.800000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2793764245523736
22,5.800000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.28061724583546455
33,5.800000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2810410695161272
55,5.800000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2813839159932876
110,5.800000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2816432932755469
220,5.800000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.28177371034296694
440,5.800000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.28183910217768543
330,5.800000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2818172912876776
0,5.9,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2001620652289374
11,5.9,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.26365637684917276
22,5.9,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.26482482169613747
33,5.9,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.26522391879947677
55,5.9,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2655467611174663
110,5.9,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.26579100329621697
220,5.9,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2659138099344164
440,5.9,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2659753857642385
330,5.9,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.26595484767715705
0,6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.1883700758129242
11,6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.24799386773588059
22,6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.24909050078261227
33,6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.24946506481580247
55,6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.24976805975043756
110,6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2499972855760578
220,6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2501125415402975
440,6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.250170331338572
330,6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2501510560561906
0,6.1,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.1766093212182187
11,6.1,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.23238898820425977
22,6.1,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.23341437181595556
33,6.1,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.23376459550102607
55,6.1,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2340478991894215
110,6.1,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2342622269269613
220,6.1,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.23436999172778297
440,6.1,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.23442402534498055
330,6.1,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2344060029100707
0,6.2,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.16487995998905178
11,6.2,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.21684182930998386
22,6.2,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.21779652358804483
33,6.2,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.21812259886431543
55,6.2,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.21838636680688384
110,6.2,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.21858591423759532
220,6.2,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.21868624714159662
440,6.2,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2187365543056999
330,6.2,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2187197748019008
0,6.300000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.15318215072438893
11,6.300000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.20135248217273038
22,6.300000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.202237044961644
33,6.300000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.20253916298815375
55,6.300000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.20278355005059984
110,6.300000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2029684344734634
220,6.300000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2030613945040709
440,6.300000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.20310800482096375
330,6.300000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.2030924583726523
0,6.4,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.1415160520774013
11,6.4,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.18592103797628304
22,6.4,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.18673602487048904
33,6.4,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.18701437602841872
55,6.4,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.18723953644372784
110,6.4,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.18740987467697412
220,6.4,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.18749552061521435
440,6.4,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.18753846356906972
330,6.4,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.1875241403412312
0,6.5,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.1298818227549258
11,6.5,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.17054758796861738
22,6.5,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.17129355231935608
33,6.5,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.17154832621444452
55,6.5,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.17175441358486626
110,6.5,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.17191032196749384
220,6.5,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.17198871235276203
440,6.5,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.17202801730642897
330,6.5,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.17201490750452764
0,6.6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.11827962151694094
11,6.6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.15523222346200438
22,6.6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.15590971638414797
33,6.6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.15614110184910165
55,6.6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.156328269148128
110,6.6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.15646986354141718
220,6.6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.1565410566722441
440,6.6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.15657675286763345
330,6.6,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.15656484673748394
0,6.7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.10670960717603789
11,6.7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.13997503583310453
22,6.7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.1405846062119715
33,6.7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.14079279130886815
55,6.7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.1409611908832062
110,6.7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.1410885866722287
220,6.7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.14115264060704508
440,6.7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.14118475716551437
330,6.7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.1411740449931532
0,6.800000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.09517193859688948
11,6.800000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.12477611652305728
22,6.800000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.1253183110212095
33,6.800000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.12550348304389541
55,6.800000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.125653266615435
110,6.800000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.12576657871055927
220,6.800000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.12582355126845832
440,6.800000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.1258521171911955
330,6.800000000000001,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.1258425893027529
0,6.9,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.08366677469573204
11,6.9,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.10963555703758422
22,6.9,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.11011092010160724
33,6.9,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.11027326557808798
55,6.9,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.11040458424586395
110,6.9,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.11050392708425662
220,6.9,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.11055387584575456
440,6.9,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.11057892001416049
330,6.9,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.11057056677573275
0,7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.07219427443983964
11,7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.09455344894707932
22,7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.09496252281434568
33,7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.09510222750917084
55,7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.09521523175132007
110,7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.09530071929844312
220,7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.09534370160623733
440,7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.09536525278230755
330,7,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.09535806459982968
0,7.1000000000000005,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.06075459684700547
11,7.1000000000000005,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.07952988388670643
22,7.1000000000000005,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.07987320859212202
33,7.1000000000000005,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.07999045750876352
55,7.1000000000000005,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.08008529718447663
110,7.1000000000000005,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.08015704293558071
220,7.1000000000000005,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.08019311589530602
440,7.1000000000000005,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.08021120272201117
330,7.1000000000000005,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.08020517004112974
0,7.2,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.049347900985023056
11,7.2,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.0645649535564935
22,7.2,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.0648430669392269
33,7.2,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.06493804432245112
55,7.2,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.06501486867391905
110,7.2,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.06507298565553252
220,7.2,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.0651022061365153
440,7.2,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.06511685713818066
330,7.2,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.06511197044412725
0,7.3,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.037974345971170484
11,7.3,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.049658749721427885
22,7.3,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.049872187431622986
33,7.3,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.04994507676985664
55,7.3,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.05000403442421194
110,7.3,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.05004863519562596
220,7.3,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.05007105983163618
440,7.3,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.050082303414320115
330,7.3,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.05007855323178492
0,7.4,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.026634090971696636
11,7.4,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.03481136421155192
22,7.4,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.03496065971702366
33,7.4,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.03501164374471348
55,7.4,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.03505288271596636
110,7.4,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.035084079370715886
220,7.4,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.035099764560717096
440,7.4,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.03510762901258837
330,7.4,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.03510500590559427
0,7.5,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.015327295201308062
11,7.5,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.02002288892205633
22,7.5,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.020108573514969655
33,7.5,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.02013783421493574
55,7.5,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.020161501905905006
110,7.5,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.02017940607324576
220,7.5,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.020188407982142994
440,7.5,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.020192921473857168
330,7.5,CH,1.4486597394494372,0.0043810490742326085,27.869997334966676,40.46792290655254,0.978275267540804,97.9753090479685,0.3103145771291758,-0.020191416045634084
