N,Temp,Species,a,b,z,w,ks_a,ks_b,tn,r_pred
330,3.8,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13271297868881035
0,3.9,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.12357986154546183
11,3.9,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13240813251216998
22,3.9,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1333326980196494
33,3.9,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13368547771170808
55,3.9,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13398662453414836
110,3.9,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13422453250401042
220,3.9,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13434761274668763
440,3.9,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13441022642175793
330,3.9,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1343892744435082
0,4,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.125022248363915
11,4,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1340558790766246
22,4,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13500274985225597
33,4,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1353640803357971
55,4,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13567254390898745
110,4,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13591624352745943
220,4,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13604232398280883
440,4,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13610646496392462
330,4,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13608500183650415
0,4.1,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.12647858066076845
11,4.1,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13572211800721845
22,4.1,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1366918166822927
33,4.1,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13706189976964772
55,4.1,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13737785342072795
110,4.1,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1376274823044179
220,4.1,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13775663440605967
440,4.1,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13782233909559788
330,4.1,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1378003526332385
0,4.2,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1279489324241534
11,4.2,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1374070165626745
22,4.2,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13840007752470262
33,4.2,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13877911962100653
55,4.2,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13910274064504902
110,4.2,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1393584395762825
220,4.2,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13949073640640183
440,4.2,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13955804204823613
330,4.2,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13953551978337236
0,4.3,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.12943337659116122
11,4.3,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13911074262320305
22,4.3,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14012771226449994
33,4.3,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14051592446674488
55,4.3,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1408473942131869
110,4.3,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14110930720952525
220,4.3,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14124482353526904
440,4.3,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14131376823339958
330,4.3,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14129069741042619
0,4.4,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13093198500403896
11,4.4,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14083346466868316
22,4.4,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14187490163967717
33,4.4,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14227249983772142
55,4.4,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14261200379853498
110,4.4,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14288027818371185
220,4.4,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14301909049433525
440,4.4,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14308971323190384
330,4.4,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14306608080080402
0,4.5,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1324448283655712
11,4.5,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14257535175603497
22,4.5,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14364182722337504
33,4.5,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1440490322029393
55,4.5,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1443967601025684
110,4.5,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14467154657886958
220,4.5,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14481373312364604
440,4.5,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14488607378234394
330,4.5,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14486186639218582
0,4.6,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1339719761936442
11,4.6,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14433657349576545
22,4.6,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14542867140529722
33,4.6,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1458457089529807
55,4.6,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14620185484007645
110,4.6,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14648330756218877
220,4.6,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1466289483890971
440,4.6,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14670304776897292
330,4.6,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14667825176127183
0,4.7,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13551349677498592
11,4.7,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14611730002766798
22,4.7,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14723561737235089
33,4.7,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14766271838270034
55,4.7,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14802748072368416
110,4.7,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1483157573740395
220,4.7,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14846493436924196
440,4.7,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14854083420891664
330,4.7,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1485154356108609
0,4.8,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.13706945711807703
11,4.8,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14791770199565685
22,4.8,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14906284908849468
33,4.8,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14950024967315953
55,4.8,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1498738314476457
110,4.8,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.15016909331328568
220,4.8,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1503218902414116
440,4.8,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.15039963323870773
330,4.8,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.15037361775624514
0,4.9,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1386399229052287
11,4.9,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14973795052171776
22,4.9,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.15091055127377517
33,4.9,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.15135849287278175
55,4.9,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.15174110167089055
110,4.9,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.15204351372187883
220,4.9,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.15220001626712734
440,4.9,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.15227964610012085
330,4.9,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.15225299911090392
0,5,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.14022495844382127
11,5,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.15157821717895292
22,5,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.15277890938253078
33,5,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.15323763887771005
55,5,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1536294869993026
110,5,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1539392179687114
220,5,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.15409951377678885
440,5,AC,0.09468187780869898,0.14594794023676333,-20,107.92584734205082,1.1226566603803967,-17.45169566405458,2.3650503021128335,0.1541810751252896
