"","sample_name","species","temp","rep","date_N_assay","day","raw_abs_entry","abs","nitrate","notes"
"367","CH301","CH",30,1,"2016-10-13",34,23,0.023,4.4,""
"368","TT301","TT",30,1,"2016-10-13",34,19,0.019,3.77777777777778,""
"369","CH302","CH",30,2,"2016-10-13",34,140,0.14,22.6,""
"370","TT302","TT",30,2,"2016-10-13",34,17,0.017,3.46666666666667,""
"371","CH303","CH",30,3,"2016-10-13",34,26,0.026,4.86666666666667,""
"372","TT303","TT",30,3,"2016-10-13",34,16,0.016,3.31111111111111,""
"373","CH304","CH",30,4,"2016-10-13",34,23,0.023,4.4,""
"374","TT304","TT",30,4,"2016-10-13",34,19,0.019,3.77777777777778,""
"375","CH305","CH",30,5,"2016-10-13",34,14,0.014,3,""
"376","TT305","TT",30,5,"2016-10-13",34,17,0.017,3.46666666666667,""
"377","CONT10","CONT",NA,NA,"2016-10-13",34,157,0.157,25.2444444444444,""
"378","MED","Medium",NA,NA,"2016-10-13",34,159,0.159,25.5555555555556,""
