Temperature,run,term,estimate,std.error,statistic,p.value
19,40,umax,2.2676653733050305,0.14563919949990217,15.570432830527565,1.9851638726848183e-5
19,41,ks,3.2090355368475563,2.118299949473015,1.5149108310397175,0.19022456401437257
19,41,umax,2.2730696171811946,0.1414047355015018,16.074918630692206,1.6971458205114046e-5
19,42,ks,0.1186796338110139,2.1324034823223137,0.055655336710370006,0.9577718809389768
19,42,umax,2.0732761703066758,0.17807649502827283,11.642615551128777,8.209595942820323e-5
19,43,ks,2.1760551829365813,2.2562218504314315,0.9644686237394958,0.37910690182365225
19,43,umax,2.1619157609067625,0.1574697156816976,13.729089123884396,3.678917866403047e-5
19,44,ks,1.5467368369369627,1.9486594152127639,0.7937440605895119,0.46333212053103606
19,44,umax,2.1102035175480562,0.14132806496167857,14.93124184584458,2.4387986393937462e-5
19,45,ks,3.2245755484127834,2.138581464714542,1.507810481675151,0.19196800463218455
19,45,umax,2.2884093959628014,0.14352752076951078,15.944046017751063,1.7667660683641844e-5
19,46,ks,3.2810392465347573,2.1806665842325046,1.5046038079633957,0.19276044357509664
19,46,umax,2.289252484193894,0.14568973417456973,15.713203796849848,1.898088833348545e-5
19,47,ks,3.1933125818802517,2.203505345826727,1.4491966574658621,0.20696111075648668
19,47,umax,2.267657981196199,0.14694381271971366,15.432143342582366,2.0741007216758963e-5
19,48,ks,3.08835036174895,2.3771456435802034,1.2991843264166203,0.25055928770327474
19,48,umax,2.245042144169886,0.1583946001510067,14.17372904145443,3.147716858535797e-5
19,49,ks,3.2920284175533947,2.182370234485779,1.5084646800679442,0.19180672568799031
19,49,umax,2.27705381431012,0.14488870384083138,15.715882287218163,1.8964994190699018e-5
19,50,ks,3.1875776668253586,2.0475952737761944,1.5567420513463082,0.18026132933645686
19,50,umax,2.2788722784281243,0.13729075595249388,16.598876323593647,1.4493343319610969e-5
19,51,ks,3.1565213682841207,2.0787154106260703,1.5184961597669762,0.18935005348353695
19,51,umax,2.2726214991930513,0.13937329181015579,16.3060043260559,1.582059811296513e-5
19,52,ks,3.599591800002781,2.348813154624565,1.5325151738509148,0.1859679455797523
19,52,umax,2.2986428574418167,0.15334029715409955,14.990468259832523,2.3918873018430754e-5
19,53,ks,2.436725205525974,1.685827363975791,1.4454179933224562,0.20796528857686444
19,53,umax,2.2686583738564328,0.12044581705236879,18.835509853115447,7.769443046598083e-6
19,54,ks,1.570910836623574,1.9972493958998547,0.7865371444590198,0.4671763796397709
19,54,umax,2.1532069254926474,0.14743778711025504,14.604172835844746,2.7186041168944806e-5
19,55,ks,3.3783969363912543,2.2162784419563377,1.5243558175881093,0.1879291952500864
19,55,umax,2.2969139368928184,0.14732247929512046,15.591062191477086,1.9722911932720166e-5
19,56,ks,2.462857722845897,1.8711320354492404,1.3162394081156272,0.2452020171861605
19,56,umax,2.25343173233615,0.13246288443108029,17.01179724429599,1.2841249644676938e-5
19,57,ks,1.5153093775195405,1.9635757033421999,0.77170917064228,0.4751591896739215
19,57,umax,2.1084111189130086,0.1427499022348766,14.769965414364272,2.5722297180018064e-5
19,58,ks,1.2417094146107897,1.8122720990515135,0.6851672082027095,0.5237041796685815
19,58,umax,2.085561488822524,0.13410566523810066,15.55162852456435,1.99698538908153e-5
19,59,ks,1.3013113497872806,1.746857684791224,0.7449441137174303,0.4898177434842943
19,59,umax,2.0944159195869525,0.1289980252841577,16.236030861506283,1.615893990184252e-5
19,60,ks,1.445414518594768,1.8488006635518364,0.7818119860568958,0.46970950803824985
19,60,umax,2.1126129912329157,0.13565121118571158,15.573860142985893,1.9830182890831065e-5
19,61,ks,3.1785552163769526,2.0898898893566553,1.520919945383069,0.18876107022252347
19,61,umax,2.2745598093085904,0.13997178372752517,16.250130910215034,1.609007076678915e-5
19,62,ks,1.1002417289178856,2.0893210211860107,0.5266025267353742,0.6209859836268401
19,62,umax,2.2037955857101217,0.16586183912804522,13.286935664621403,4.316953619026587e-5
19,63,ks,0,2.0024763547183277,0,1
19,63,umax,2.058312901384417,0.1684217124507779,12.221184973320879,6.48749203665355e-5
19,64,ks,2.671373352530448,1.842917620752422,1.4495348693013126,0.20687145744999233
19,64,umax,2.2809126131429864,0.12952846372856194,17.60935432634201,1.0831703413971049e-5
19,65,ks,2.46957966277661,1.6755445038088985,1.473896788275505,0.20051051470257375
19,65,umax,2.2687014387202775,0.11934531226715289,19.009556350582248,7.424253010349025e-6
19,66,ks,0.005478815030607546,1.213701398619269,0.004514137527434964,0.9965728203590303
19,66,umax,1.9468377939444919,0.09648539346022654,20.17753904633267,5.528422316695437e-6
19,67,ks,3.565503115534141,2.367339516688759,1.5061224173376175,0.1923847682796367
19,67,umax,2.294571982365831,0.15471981546631836,14.830498442944087,2.5211484385064912e-5
19,68,ks,3.0519850869954377,2.089418421030209,1.4606864074121761,0.20393612806433098
19,68,umax,2.268750132254787,0.14114562129324731,16.073825822348258,1.6977134207499718e-5
19,69,ks,2.845100309127111,1.8469156400898519,1.5404603477117653,0.1840773239376781
19,69,umax,2.288354631082007,0.1281902579182723,17.851236655916143,1.0126751634331607e-5
19,70,ks,0.22148860952559998,1.5653502382896167,0.14149460236298939,0.8930034913185633
19,70,umax,2.010624823223587,0.12522363325179567,16.056272853708748,1.706861565752315e-5
19,71,ks,2.694098672076451,1.846248280637518,1.459228804885422,0.2043175228137487
19,71,umax,2.292782306981461,0.13016640486381734,17.614240090445882,1.0816893604369044e-5
19,72,ks,3.3449471636025723,2.2455873851886645,1.4895644612474275,0.1965193823909404
19,72,umax,2.2955510272628765,0.14961180381357161,15.343381797089476,2.1337004581247344e-5
19,73,ks,3.25332459348274,2.196380990283409,1.4812205204266262,0.19863527276119916
19,73,umax,2.2761320858431713,0.1462497354409279,15.5633244667477,1.989622748011538e-5
19,74,ks,3.1689177958415042,2.0883313303779056,1.5174401445521841,0.1896072240291306
19,74,umax,2.273390858523555,0.13991343820496074,16.248552588588662,1.609776230948388e-5
19,75,ks,2.981116235608807,2.243571268512932,1.3287370352111565,0.24134376467224214
19,75,umax,2.2509532558550744,0.15131933690616745,14.87551625507639,2.483945322582586e-5
19,76,ks,1.4082272341563802,1.8503586940525372,0.761056350145912,0.4809551076919668
19,76,umax,2.0932947022127033,0.13504561296570292,15.500649419424905,2.029460123372888e-5
19,77,ks,3.288865234061749,2.225329141114493,1.477923051155756,0.19947749240047596
19,77,umax,2.273325798418747,0.14753927453314974,15.40827556331766,2.089928995435128e-5
19,78,ks,3.3366347695407046,2.1431153284725197,1.5569086391252924,0.1802226877578416
19,78,umax,2.29126446376019,0.14262008644088028,16.06551027235549,1.7020399330885423e-5
19,79,ks,3.062638194443455,2.0921662354005095,1.4638598705122325,0.203108121848163
19,79,umax,2.2698851177810577,0.14126876832604066,16.06784814986343,1.700822222646245e-5
19,80,ks,1.4229601921259458,2.0341726788481695,0.6995277278680604,0.5154198599111874
19,80,umax,2.0890852987216912,0.1479352192539255,14.12162235103631,3.20498589079221e-5
19,81,ks,0.3807055088769897,1.5677301362645453,0.2428386748908856,0.8177777203363948
19,81,umax,2.013706133454206,0.1232736809060699,16.335247870050846,1.5681713189228036e-5
19,82,ks,0,1.9268517578378048,0,1
19,82,umax,2.059314479020185,0.16214003149887413,12.700839268274624,5.379230903867382e-5
19,83,ks,2.304490041153446,2.403262601439161,0.9589006377303227,0.3816475401769865
19,83,umax,2.181296553431396,0.16716780105515242,13.048544873254253,4.715694433224675e-5
19,84,ks,3.1558293588291644,2.121542075729797,1.4875167430952692,0.1970366307718079
19,84,umax,2.271357786405085,0.1421742521082596,15.975872935667308,1.7495254186194385e-5
19,85,ks,3.263593694262394,2.1720923725967984,1.5025114656429988,0.19327921233421944
19,85,umax,2.287681878318463,0.14523682119664724,15.75139044954031,1.87557865640192e-5
19,86,ks,2.804499346538662,1.8410964673633716,1.5232766974752696,0.18819008178310834
19,86,umax,2.3080860701019694,0.12936225835550594,17.842035995993665,1.015254217256263e-5
19,87,ks,3.385971746201841,2.328198678659306,1.4543311003645332,0.20560406201881834
19,87,umax,2.289298734649972,0.15414880247455853,14.85122620415951,2.5039366354652102e-5
19,88,ks,0.7257721487273755,1.3818965189161438,0.5252000701880463,0.6218919406744241
