DAY,Temperature,N.Treatment,HOUR,MINUTE,Particles.per.ml,Hours.since.Innoc,day,log.Particles.per.ml
3,25,33,11,36,8248,72.6,3.025,9.017847259860732
3,25,55,11,38,20687,72.63333333,3.02638888875,9.937309101011639
3,25,110,11,40,4493,72.66666667,3.0277777779166666,8.410498452745275
3,25,220,11,42,10803,72.7,3.029166666666667,9.287671714912506
3,25,330,11,44,6875,72.73333333,3.0305555554166665,8.83579236650274
3,25,440,11,46,8433,72.76666667,3.0319444445833335,9.040026434306505
3,28,0,11,7,1857,72.11666667,3.00486111125,7.527255919373784
3,28,11,11,53,5109,72.88333333,3.0368055554166666,8.53895468319775
3,28,22,11,55,584,72.91666667,3.038194444583333,6.371611847231857
3,28,110,12,5,10946,73.08333333,3.04513888875,9.300820725104558
3,28,220,12,7,21351,73.11666667,3.046527777916667,9.968900691084361
3,28,330,12,10,2840,73.16666667,3.04861111125,7.951911381854188
3,28,440,12,12,6415,73.2,3.0500000000000003,8.766550149546351
3,13,0,12,27,1478,73.45,3.060416666666667,7.2991214627108
3,13,11,12,30,1575,73.5,3.0625,7.362645270417825
3,13,22,12,32,1735,73.53333333,3.06388888875,7.459338895220296
3,13,33,12,34,579,73.56666667,3.0652777779166667,6.363028103540465
3,13,55,12,36,1713,73.6,3.0666666666666664,7.446585099157725
3,13,110,12,38,1210,73.63333333,3.0680555554166666,7.099201743553092
3,13,220,12,40,863,73.66666667,3.069444444583333,6.761572768804055
3,13,330,12,43,3413,73.71666667,3.0715277779166663,8.135639903354386
3,13,440,12,45,1683,73.75,3.0729166666666665,7.428927194802272
3,16,0,12,23,1713,73.38333333,3.05763888875,7.446585099157725
3,16,11,12,55,3753,73.91666667,3.07986111125,8.230577217146454
3,16,22,12,57,3426,73.95,3.0812500000000003,8.139440521874608
3,16,33,12,59,2346,73.98333333,3.0826388887499996,7.760893195851024
3,16,55,13,2,3778,74.03333333,3.0847222220833337,8.237214703349489
3,16,110,13,4,6848,74.06666667,3.08611111125,8.831857935197906
3,16,220,13,6,1346,74.1,3.0875,7.205635176410364
3,16,330,13,8,10130,74.13333333,3.08888888875,9.223355309053677
3,16,440,13,10,2717,74.16666667,3.0902777779166666,7.907651594711089
3,19,0,12,53,2378,73.88333333,3.078472222083333,7.774435510302958
3,19,11,13,15,5458,74.25,3.09375,8.605020901781758
3,19,22,13,17,16106,74.28333333,3.09513888875,9.68700923909068
3,19,33,13,19,3900,74.31666667,3.0965277779166667,8.268988209506656
3,19,55,13,21,4130,74.35,3.0979166666666664,8.326274787396764
3,19,110,13,23,1911,74.38333333,3.0993055554166666,7.555905093611346
3,19,220,13,25,1719,74.41666667,3.100694444583333,7.450079569807499
3,19,330,13,27,13154,74.45,3.1020833333333333,9.484557193474393
3,19,440,13,35,18232,74.58333333,3.10763888875,9.810988418039205
3,22,0,15,43,4080,76.71666667,3.1965277779166663,8.314097335405807
3,22,11,15,46,1446,76.76666667,3.1986111112500004,7.277247726631484
3,22,22,15,48,2513,76.8,3.1999999999999997,7.829630389150193
3,22,33,15,50,10488,76.83333333,3.20138888875,9.258082367961604
3,22,55,15,52,7767,76.86666667,3.202777777916667,8.957768009971161
3,22,110,15,54,8889,76.9,3.204166666666667,9.09268232850795
3,22,220,15,56,3962,76.93333333,3.2055555554166664,8.284756593190435
3,22,330,15,58,11068,76.96666667,3.2069444445833333,9.311903687385623
3,22,440,16,0,10146,77,3.2083333333333335,9.224933374279082
3,25,0,15,38,5905,76.63333333,3.1930555554166666,8.683724062303869
3,25,11,16,8,2098,77.13333333,3.21388888875,7.649216319820633
3,25,22,16,10,5280,77.16666667,3.2152777779166666,8.571870752706934
3,25,33,16,12,4748,77.2,3.216666666666667,8.465689348549121
3,25,55,16,14,8955,77.23333333,3.2180555554166665,9.100078977718645
3,25,110,16,16,6663,77.26666667,3.2194444445833335,8.804475183846678
3,25,220,16,18,7861,77.3,3.220833333333333,8.969796305981806
3,25,330,16,20,9456,77.33333333,3.2222222220833334,9.154510487015513
3,25,440,16,22,12138,77.36666667,3.22361111125,9.404178688897805
3,28,0,15,41,786,76.68333333,3.19513888875,6.668228248417403
3,28,11,16,26,1101,77.43333333,3.22638888875,7.004881989712859
3,28,22,16,28,3270,77.46666667,3.2277777779166663,8.092851027538384
3,28,110,16,35,10185,77.58333333,3.23263888875,9.22876950744455
3,28,220,16,38,5188,77.63333333,3.234722222083333,8.55429627936774
3,28,330,16,40,8081,77.66666667,3.23611111125,8.997394645638419
3,28,440,16,42,4403,77.7,3.2375000000000003,8.390268497842571
4,13,0,10,19,1090,95.31666667,3.9715277779166667,6.994849985833071
4,13,11,12,5,3679,97.08333333,4.04513888875,8.210668031162976
4,13,22,12,7,2435,97.11666667,4.046527777916666,7.798112628829788
4,13,33,12,9,1445,97.15,4.047916666666667,7.27655640271871
4,13,55,12,12,2073,97.2,4.05,7.637234388789473
4,13,110,12,44,1112,97.73333333,4.072222222083333,7.014814351275545
4,13,220,12,46,1479,97.76666667,4.07361111125,7.299797366758161
4,13,330,12,48,5291,97.8,4.075,8.573951525234847
4,13,440,12,50,2625,97.83333333,4.07638888875,7.873217054862741
4,16,0,10,21,2694,95.35,3.9729166666666664,7.899153483343097
4,16,11,12,54,3994,97.9,4.079166666666667,8.292798858200374
4,16,22,12,56,3977,97.93333333,4.080555555416667,8.288534459413917
4,16,33,12,59,4970,97.98333333,4.08263888875,8.511376306094673
4,16,55,13,1,3181,98.01666667,4.084027777916667,8.065265208897733
4,16,110,13,3,3398,98.05,4.085416666666666,8.131236549696116
4,16,220,13,5,1235,98.08333333,4.0868055554166665,7.119635638017636
4,16,330,13,7,19886,98.11666667,4.088194444583333,9.897821530909502
4,16,440,13,9,6027,98.15,4.089583333333334,8.704170559746386
4,19,0,10,23,1327,95.38333333,3.9743055554166666,7.191429330036379
4,19,11,13,13,4362,98.21666667,4.09236111125,8.38091517312361
4,19,22,13,15,14012,98.25,4.09375,9.547740749170218
4,19,33,13,17,5977,98.28333333,4.09513888875,8.695841342843883
4,19,55,13,20,11534,98.33333333,4.097222222083333,9.353141170607854
4,19,110,13,22,8616,98.36666667,4.09861111125,9.061492275239766
4,19,220,13,24,5392,98.4,4.1000000000000005,8.592857095337227
4,19,330,13,26,34610,98.43333333,4.10138888875,10.451926829595399
4,19,440,13,28,18249,98.46666667,4.102777777916667,9.811920359010637
4,22,0,10,25,4709,95.41666667,3.975694444583333,8.457443187010464
4,22,11,10,33,7388,95.55,3.9812499999999997,8.907747686788648
4,22,22,10,35,6316,95.58333333,3.98263888875,8.7509996908987
4,22,33,10,37,15216,95.61666667,3.984027777916667,9.630168502920114
4,22,55,10,39,3779,95.65,3.985416666666667,8.237479288613633
4,22,110,10,45,12062,95.75,3.9895833333333335,9.397898195565384
4,22,220,10,47,2540,95.78333333,3.9909722220833337,7.840312983320164
4,22,330,10,49,17822,95.81666667,3.99236111125,9.78824503702385
4,22,440,10,51,54958,95.85,3.99375,10.914342731679753
4,25,0,10,28,2185,95.46666667,3.9777777779166663,7.689828668736484
4,25,22,11,16,3438,96.26666667,4.01111111125,8.142936010432265
4,25,110,11,23,8043,96.38333333,4.015972222083334,8.992681750892542
4,25,220,11,26,53630,96.43333333,4.018055555416667,10.889882538083198
4,25,330,11,28,11511,96.46666667,4.019444444583333,9.351145248567203
4,25,440,11,30,34703,96.5,4.020833333333333,10.454610233066656
4,28,0,10,31,2010,95.51666667,3.9798611112500004,7.606387389772652
4,28,22,11,38,2853,96.63333333,4.02638888875,7.956476798036782
4,28,110,11,44,7790,96.73333333,4.030555555416666,8.960724500330858
4,28,220,11,46,29061,96.76666667,4.031944444583334,10.27718675788064
4,28,330,11,48,53296,96.8,4.033333333333333,10.88363532339163
4,28,440,11,50,67878,96.83333333,4.034722222083333,11.12548198735986
4,22,0,16,40,6876,101.6666667,4.2361111125,8.835937789319836
4,22,11,16,46,9750,101.7666667,4.240277779166667,9.18512512283512
4,22,22,16,49,7761,101.8166667,4.2423611125,8.956995311928852
4,22,33,16,51,20994,101.85,4.2437499999999995,9.952039593118293
4,22,55,16,53,35336,101.8833333,4.2451388875000005,10.472685852626894
4,22,110,16,55,17852,101.9166667,4.246527779166667,9.789926840312962
4,22,220,16,57,30469,101.95,4.247916666666667,10.324497871979755
4,22,330,17,0,100935,102,4.25,11.522241931607578
4,22,440,17,2,86589,102.0333333,4.2513888875,11.368939614441848
4,25,0,16,42,3477,101.7,4.2375,8.154212694914229
4,25,22,17,10,4528,102.1666667,4.256944445833333,8.418256443556213
4,25,110,17,17,37271,102.2833333,4.261805554166666,10.525997653496633
4,25,220,17,19,17150,102.3166667,4.263194445833333,9.749811759932081
4,25,330,17,22,25916,102.3666667,4.2652777791666665,10.162654403026995
4,25,440,17,24,47870,102.4,4.266666666666667,10.776265172078537
4,28,0,16,44,1019,101.7333333,4.2388888875,6.927557906278317
4,28,22,17,39,5823,102.65,4.277083333333334,8.669742589876522
4,28,110,17,45,32904,102.75,4.28125,10.40137990089022
4,28,220,17,47,11227,102.7833333,4.2826388875,9.326165937481774
4,28,330,17,49,15084,102.8166667,4.284027779166666,9.621456151593161
4,28,440,17,51,5079,102.85,4.285416666666666,8.533066540572527
5,13,0,9,22,1689,118.3666667,4.9319444458333335,7.432483807917119
5,13,11,10,42,3284,119.7,4.9875,8.09712193091871
5,13,22,10,44,4776,119.7333333,4.9888888875,8.471568013389962
5,13,33,10,46,5594,119.7666667,4.990277779166667,8.629628620746026
5,13,55,10,48,1830,119.8,4.991666666666666,7.5126175446745105
5,13,110,10,50,978,119.8333333,4.993055554166667,6.88653164253051
5,13,220,10,52,1001,119.8666667,4.9944444458333335,6.90975328164481
5,13,330,10,54,3764,119.9,4.995833333333334,8.233503140233994
5,13,440,10,56,2362,119.9333333,4.997222220833334,7.767687277186908
5,16,0,9,25,2734,118.4166667,4.934027779166667,7.913886714856082
5,16,11,11,1,6339,120.0166667,5.000694445833333,8.754634047431272
5,16,22,11,3,8328,120.05,5.002083333333333,9.02749867993534
5,16,33,11,5,6544,120.0833333,5.003472220833333,8.786456678344
5,16,55,11,7,11126,120.1166667,5.0048611124999995,9.3171298661577
5,16,110,11,9,8182,120.15,5.0062500000000005,9.009814110527381
5,16,220,11,11,3201,120.1833333,5.0076388875,8.07153089355666
5,16,330,11,13,21487,120.2166667,5.009027779166667,9.97524991876302
5,16,440,11,15,10219,120.25,5.010416666666667,9.232101863757695
5,19,0,9,27,1387,118.45,4.935416666666667,7.23561914106675
5,19,11,11,20,7488,120.3333333,5.0138888875,8.921190556249368
5,19,22,11,22,17787,120.3666667,5.0152777791666665,9.786279351630586
5,19,33,11,24,13627,120.4,5.016666666666667,9.519881778780857
5,19,55,11,28,23037,120.4666667,5.019444445833334,10.044900305486452
5,19,110,11,30,28855,120.5,5.020833333333333,10.270073222583376
5,19,220,11,32,12792,120.5333333,5.022222220833333,9.456653425317034
5,19,330,11,34,48618,120.5666667,5.0236111125,10.79176967999097
5,19,440,11,37,63333,120.6166667,5.0256944458333335,11.056177588734903
5,22,0,9,29,2891,118.4833333,4.936805554166667,7.969703583278656
5,22,11,9,35,11509,118.5833333,4.940972220833333,9.350971501715929
5,22,22,9,37,8737,118.6166667,4.9423611124999995,9.075436609511382
5,22,55,9,41,13924,118.6833333,4.9451388875,9.541441064795485
5,22,110,9,43,10041,118.7166667,4.946527779166667,9.21453157659465
5,22,220,9,46,19329,118.7666667,4.9486111125,9.869413572202376
5,22,330,9,48,56505,118.8,4.95,10.94210210618654
5,22,440,9,50,70524,118.8333333,4.9513888875,11.163722535870198
5,25,0,9,31,2568,118.5166667,4.938194445833333,7.851271997109883
5,25,22,9,57,8468,118.95,4.95625,9.0441677169216
5,25,110,10,5,21088,119.0833333,4.961805554166667,9.956506856511764
5,25,220,10,8,23448,119.1333333,4.9638888875000005,10.062583129041906
5,25,330,10,10,68525,119.1666667,4.965277779166667,11.134968514278661
5,25,440,10,12,115510,119.2,4.966666666666667,11.657121042504365
5,28,0,9,33,1443,118.55,4.939583333333333,7.275172319452771
5,28,22,10,21,15711,119.35,4.972916666666666,9.662180030594246
5,28,110,10,27,19028,119.45,4.977083333333334,9.853719410302007
5,28,220,10,29,28912,119.4833333,4.978472220833333,10.272046599948313
5,28,330,10,31,26008,119.5166667,4.9798611125,10.166197910952352
5,28,440,10,38,53906,119.6333333,4.9847222208333335,10.895015618594563
6,13,0,16,43,1501,149.7166667,6.238194445833333,7.31455283232408
6,13,22,16,48,4658,149.8,6.241666666666667,8.446556111816797
