Temperature,run,Species,rstar
25,85,TT,0.614958900483536
25,86,TT,0.6168599109917853
25,87,TT,0.6191358137966705
25,88,TT,0.6142832135114975
25,89,TT,0.6154815097693569
25,90,TT,0.5556429961037964
25,91,TT,0.5920927889823344
25,92,TT,0.6756486171883122
25,93,TT,0.5362252600213607
25,94,TT,0.5452101849925736
25,95,TT,0.6146189804518362
25,96,TT,0.5813842402090282
25,97,TT,0.6857418478237262
25,98,TT,0.624284840968088
25,99,TT,0.49972353009684195
25,100,TT,0.5380517046815642
28,1,TT,0.44916685939733986
28,2,TT,0.5174998569300644
28,3,TT,0.5985353707982789
28,4,TT,0.43272694103654863
28,5,TT,0.471953654946719
28,6,TT,0.4385891613856652
28,7,TT,0.4672446836202516
28,8,TT,0.34093253315904987
28,9,TT,0.4386931056834091
28,10,TT,0.41432260612959076
28,11,TT,0.45655585630077433
28,12,TT,0.5080119580670452
28,13,TT,0.5098023161551082
28,14,TT,0.39709590266610467
28,15,TT,0.44489177520571416
28,16,TT,0.4379165195855699
28,17,TT,0.4812468759518643
28,18,TT,0.58636144270654
28,19,TT,0.5724836296668088
28,20,TT,0.43777799872308504
28,21,TT,0.5126903412665893
28,22,TT,0.40124236441609223
28,23,TT,0.5040693297025697
28,24,TT,0.39107201053903573
28,25,TT,0.35398780417497555
28,26,TT,0.43208709631516795
28,27,TT,0.43689162767902073
28,28,TT,0.3325680128792808
28,29,TT,0.33900370927552675
28,30,TT,0.41778240011442425
28,31,TT,0.4503354121085097
28,32,TT,0.4375629183844887
28,33,TT,0.4888335849441315
28,34,TT,0.4367538367361223
28,35,TT,0.412166003759617
28,36,TT,0.42803606567719277
28,37,TT,0.4514254711602353
28,38,TT,0.4336413803265016
28,39,TT,0.4358708604294518
28,40,TT,0.42811571013955785
28,41,TT,0.418874103716857
28,42,TT,0.4203407155300974
28,43,TT,0.4246186299366039
28,44,TT,0.49560030902903524
28,45,TT,0.43599803077716764
28,46,TT,0.478848774242719
28,47,TT,0.4388611174656582
28,48,TT,0.46566822403973307
28,49,TT,0.42572533034932697
28,50,TT,0.4296668246579853
28,51,TT,0.42577280364250875
28,52,TT,0.4633957683202397
28,53,TT,0.4358769068761956
28,54,TT,0.42241327349554686
28,55,TT,0.41078948376573304
28,56,TT,0.42991823175878346
28,57,TT,0.4916930318535428
28,58,TT,0.43459894020798406
28,59,TT,0.31617108798580573
28,60,TT,0.43635455636551285
28,61,TT,0.4182372758508245
28,62,TT,0.4754507433950097
28,63,TT,0.49843107133890885
28,64,TT,0.47000816363193
28,65,TT,0.48599174632793724
28,66,TT,0.4242322847464586
28,67,TT,0.4092278084056104
28,68,TT,0.3965508459143965
28,69,TT,0.427417547052624
28,70,TT,0.4136112901963391
28,71,TT,0.4344531696430607
28,72,TT,0.4330299081347687
28,73,TT,0.4604753602397182
28,74,TT,0.4322018615222614
28,75,TT,0.4383032647347734
28,76,TT,0.4265841368024817
28,77,TT,0.3133230917204322
28,78,TT,0.4958734609259332
28,79,TT,0.5039915873303411
28,80,TT,0.341453630217426
28,81,TT,0.5347076682085865
28,82,TT,0.4368245209499524
28,83,TT,0.4383179819375219
28,84,TT,0.32891374946458835
28,85,TT,0.47951224816455146
28,86,TT,0.3372618456689241
28,87,TT,0.4811474781843899
28,88,TT,0.409137032123586
28,89,TT,0.4388641542535704
28,90,TT,0.49252497565458625
28,91,TT,0.4127709625490636
28,92,TT,0.4367454987509355
28,93,TT,0.4549848725921918
28,94,TT,0.45441440886680995
28,95,TT,0.43569775062131805
28,96,TT,0.44392953455920936
28,97,TT,0.4478274766358728
28,98,TT,0.4216759686546744
28,99,TT,0.40356512929291627
28,100,TT,0.4204516434993735
13,1,CS,0.05516842632798853
13,2,CS,0
13,3,CS,0.04832213415498194
13,4,CS,0
13,5,CS,0
13,6,CS,0
13,7,CS,0.05215608626244493
13,8,CS,0.08946423631826149
13,9,CS,0
13,10,CS,0.11244299049272365
13,11,CS,0.039004407358334485
13,12,CS,0.04541033414384557
13,13,CS,0.13086007780706305
13,14,CS,0.01833028344733681
13,15,CS,0
13,16,CS,0
13,17,CS,0
13,18,CS,0.09110193970566383
13,19,CS,0.048414678251972085
13,20,CS,0
13,21,CS,0.01709285274646754
13,22,CS,0.06525282026453964
13,23,CS,0.05910273588240865
13,24,CS,0.03785155248312672
13,25,CS,0.059684890608992805
13,26,CS,0.06736765750042142
13,27,CS,0
13,28,CS,0.049217291461863745
13,29,CS,0
13,30,CS,0.04429503468921902
13,31,CS,0.04397486309152521
13,32,CS,0
13,33,CS,0.04974508692801367
13,34,CS,0.0190929124102713
13,35,CS,0
13,36,CS,0.06580311478983908
13,37,CS,0
13,38,CS,0.061499856147175076
13,39,CS,0.10201748022076432
13,40,CS,0.03820724687292428
13,41,CS,0.058540636832598206
13,42,CS,0.0453546023780363
13,43,CS,0
13,44,CS,0.06694877218218322
13,45,CS,0
13,46,CS,0
13,47,CS,0
13,48,CS,0.09816539140573266
13,49,CS,0.17944278644989767
13,50,CS,0
13,51,CS,0.06703393359913702
13,52,CS,0
13,53,CS,0.03850743202268557
13,54,CS,0.046280104446035815
13,55,CS,0
13,56,CS,0.04676398348223313
13,57,CS,0.10568835898560357
13,58,CS,0
13,59,CS,0.09759409214732952
13,60,CS,0.040128722496178354
13,61,CS,0.044169758932455915
13,62,CS,0
13,63,CS,0
13,64,CS,0.05684046698069217
13,65,CS,0
13,66,CS,0.12542173332876716
13,67,CS,0
13,68,CS,0
13,69,CS,0.10614904909450154
13,70,CS,0.06863181312001275
13,71,CS,0.014843302440169702
13,72,CS,0
13,73,CS,0.12288343760417411
13,74,CS,0
13,75,CS,0
13,76,CS,0.11201094686742728
13,77,CS,0.0954065545610374
13,78,CS,0.04727032348405152
13,79,CS,0.09201510281284857
13,80,CS,0.040357992435421146
13,81,CS,0
13,82,CS,0
13,83,CS,0.04551182300527737
13,84,CS,0
13,85,CS,0.054281714571718875
13,86,CS,0
13,87,CS,0.01728951027640069
13,88,CS,0.06512019460652539
13,89,CS,0.026493626955414608
13,90,CS,0
13,91,CS,0
13,92,CS,0.038745610501825685
13,93,CS,0.03502404582431084
13,94,CS,0.08391528411692889
13,95,CS,0.09804349121422892
13,96,CS,0.05056134141708187
13,97,CS,0
13,98,CS,0
13,99,CS,0.03455953949782275
13,100,CS,0
16,1,CS,0
16,2,CS,0.0015845919244890433
16,3,CS,0
16,4,CS,0
16,5,CS,0
16,6,CS,0
16,7,CS,0
16,8,CS,0
16,9,CS,0
16,10,CS,0
16,11,CS,0
16,12,CS,0
16,13,CS,0
16,14,CS,0
16,15,CS,0
16,16,CS,0
16,17,CS,0
16,18,CS,0
16,19,CS,0
16,20,CS,0
16,21,CS,0.009283946022224411
16,22,CS,0
16,23,CS,0
16,24,CS,0.010476308435092877
16,25,CS,0
16,26,CS,0
16,27,CS,0
16,28,CS,0
16,29,CS,0
16,30,CS,0
16,31,CS,0
16,32,CS,0
16,33,CS,0
16,34,CS,0
16,35,CS,0
16,36,CS,0.006094984703163409
16,37,CS,0
16,38,CS,0
16,39,CS,0.006220912675127253
16,40,CS,0
16,41,CS,2.751012946183514e-5
16,42,CS,0
16,43,CS,0
16,44,CS,0
16,45,CS,0
16,46,CS,0
16,47,CS,0
16,48,CS,0
16,49,CS,0
16,50,CS,0
16,51,CS,0
16,52,CS,0
16,53,CS,0
16,54,CS,0
16,55,CS,0
16,56,CS,0
16,57,CS,0
16,58,CS,0
16,59,CS,0
16,60,CS,0
16,61,CS,0
16,62,CS,0
16,63,CS,0
16,64,CS,0
16,65,CS,0
16,66,CS,0
16,67,CS,0
16,68,CS,0
16,69,CS,0
16,70,CS,0
16,71,CS,0
16,72,CS,0
16,73,CS,0
16,74,CS,0
16,75,CS,0
16,76,CS,0
16,77,CS,0.008365387760252722
16,78,CS,0
16,79,CS,0
16,80,CS,0
16,81,CS,0
16,82,CS,0
16,83,CS,0
16,84,CS,0
16,85,CS,0
16,86,CS,0
16,87,CS,0
16,88,CS,0
16,89,CS,0
16,90,CS,0.008697649675487315
16,91,CS,0
16,92,CS,0
16,93,CS,0
16,94,CS,0
16,95,CS,0
16,96,CS,0
16,97,CS,0
16,98,CS,0
16,99,CS,0
16,100,CS,0
19,1,CS,0.10261131177090253
19,2,CS,0.1636373186700925
19,3,CS,0.14178300982551154
19,4,CS,0.058862528626611545
19,5,CS,0
19,6,CS,0.1216095388748115
19,7,CS,0.14125940061577155
19,8,CS,0.031939706042361966
19,9,CS,0
19,10,CS,0.040173690963159224
19,11,CS,0.0732676287564271
19,12,CS,0.051188630821993125
19,13,CS,0.14720428178561767
19,14,CS,0.04019327373983979
19,15,CS,0.11555705907411809
19,16,CS,0.145248670957036
19,17,CS,0.16115966100718138
19,18,CS,0
19,19,CS,0.06101896956462615
19,20,CS,0.07267942065792012
19,21,CS,0.14306653413487694
19,22,CS,0.14527266233661545
19,23,CS,0.06455365181608536
19,24,CS,0.15878739894250057
19,25,CS,0
19,26,CS,0.15903091141418044
19,27,CS,0.1459639907507195
19,28,CS,0.06493343524529872
19,29,CS,0.1458716251271075
19,30,CS,0.10705559269890084
19,31,CS,0.13520762792484947
19,32,CS,0.1719124668591657
19,33,CS,0.11334162714281099
19,34,CS,0.10239769603281804
19,35,CS,0.05259184031897831
19,36,CS,0.0316580711828841
19,37,CS,0.14578451268976036
19,38,CS,0.06240872458972344
19,39,CS,0.1434614575892702
19,40,CS,0.14883796272582167
19,41,CS,0.14767292826127537
19,42,CS,0.006014344854353021
19,43,CS,0.105535600638681
19,44,CS,0.07694429063697956
19,45,CS,0.14734791188346713
19,46,CS,0.14987029911914757
19,47,CS,0.14731625605059967
19,48,CS,0.1439762090522523
19,49,CS,0.15121483887602455
19,50,CS,0.14629483785644065
19,51,CS,0.14528629903812085
19,52,CS,0.16371880443516001
19,53,CS,0.11236095250875543
19,54,CS,0.07651010802268014
19,55,CS,0.15377921181425314
19,56,CS,0.11436897143584239
19,57,CS,0.0754481671232559
19,58,CS,0.06253694089056629
19,59,CS,0.0652477418078765
19,60,CS,0.07181780724317571
19,61,CS,0.1461700525674475
19,62,CS,0.05229793884877397
19,63,CS,0
19,64,CS,0.12248878457723449
19,65,CS,0.11387365815710793
19,66,CS,2.9665924363102004e-4
19,67,CS,0.1624691805137508
19,68,CS,0.1407255285707984
19,69,CS,0.13001093464089883
19,70,CS,0.011592470004231739
19,71,CS,0.1228621128280213
19,72,CS,0.15235114657173837
19,73,CS,0.1495003274225515
19,74,CS,0.1458052417683508
19,75,CS,0.13859511951242823
19,76,CS,0.07064822038573347
19,77,CS,0.15132867959578994
19,78,CS,0.15226983436837513
19,79,CS,0.14114287292662453
19,80,CS,0.07153841984757656
19,81,CS,0.019893624325163395
19,82,CS,0
19,83,CS,0.11072377155259663
19,84,CS,0.14533898460161085
19,85,CS,0.14918045107961123
19,86,CS,0.1270104179593484
19,87,CS,0.154660106115815
19,88,CS,0.03618342603812421
19,89,CS,0.05639509101046742
19,90,CS,0
19,91,CS,0.15574110109460695
19,92,CS,0.12494654564576015
19,93,CS,0.15552299199675215
19,94,CS,0.13492188722580342
19,95,CS,0.03633426204978516
19,96,CS,0.05253800751894627
19,97,CS,0.1447446620862922
19,98,CS,0.061202681855978554
19,99,CS,0.13802978269235816
19,100,CS,0.14531654261172036
22,1,CS,0.10564969103541574
22,2,CS,0.1216286550842466
22,3,CS,0.09058072163238368
22,4,CS,0.012576647454245525
22,5,CS,0.11697059181942694
22,6,CS,0.1079221632757753
22,7,CS,0.12505680709617553
22,8,CS,0.11773734976962541
22,9,CS,0.13688117002546996
22,10,CS,0.027412264261873712
22,11,CS,0.10656774290412242
22,12,CS,0
22,13,CS,0.09919444271552079
22,14,CS,0.10877691620589476
22,15,CS,0.022375367277637153
22,16,CS,0.10525198823725884
22,17,CS,0.055488033918151776
22,18,CS,0.023734472039691604
22,19,CS,0.022303878725623942
22,20,CS,0.0884467925801275
22,21,CS,0.1165383084939291
22,22,CS,0.12715708469671047
22,23,CS,0.12332741580879407
22,24,CS,0.08571258349013544
22,25,CS,0
22,26,CS,0.0692577104018674
22,27,CS,0.10606897702361805
22,28,CS,0.11234564645606541
22,29,CS,0
22,30,CS,0.1360085038584582
22,31,CS,0.09912542201664079
22,32,CS,0.09679116318855405
22,33,CS,0.11034441761700288
22,34,CS,0.0223554351095466
22,35,CS,0.12608156854209132
22,36,CS,0.05818433049003942
22,37,CS,0.10640907342981308
22,38,CS,0.06061184197072028
22,39,CS,0
22,40,CS,0.10554642565566602
22,41,CS,0.10590645521677246
22,42,CS,0.06854581694961928
22,43,CS,0.12444859132777816
22,44,CS,0
22,45,CS,0.09361304998477571
22,46,CS,0.010410893422351382
22,47,CS,0.015818631986692446
22,48,CS,0.11262522908109339
22,49,CS,0.09743770621497339
22,50,CS,0
22,51,CS,0.0936220664547975
22,52,CS,0.1060622870916741
22,53,CS,0.11276588246544332
22,54,CS,0.1359333232278483
22,55,CS,0.10576645517571033
22,56,CS,0.1283267103944621
22,57,CS,0.11935369971423641
22,58,CS,0.12600034662422674
22,59,CS,0.09564207236794646
22,60,CS,0.09728075769351033
22,61,CS,0.1367145701269999
22,62,CS,0
22,63,CS,0.1407888322185013
22,64,CS,0.02329149401713256
22,65,CS,0.1175999181154301
22,66,CS,0.135367173137016
22,67,CS,0.06457370675796678
22,68,CS,0.09997960169517857
22,69,CS,0.10962499975649241
22,70,CS,0.052680071696317686
22,71,CS,0.06369104423632292
22,72,CS,0.10557325224055143
22,73,CS,0.1055480689131064
22,74,CS,0.037383595187722655
22,75,CS,0.11116365579110786
22,76,CS,0.10611304191822576
22,77,CS,0.13695865973425653
22,78,CS,0.11032877906091927
22,79,CS,0.09850461796713218
22,80,CS,0.12011118960563098
22,81,CS,0.11692578145157764
22,82,CS,0.039646209507203496
22,83,CS,0.11770059282357795
22,84,CS,0.011338510873963837
22,85,CS,0.05272336621271057
22,86,CS,0.08189412079575815
22,87,CS,0.10039251519051715
22,88,CS,0.08698118572344457
22,89,CS,0.11503012937040596
22,90,CS,0.01266314549906151
22,91,CS,0.027159001601838872
