N.Treatment,Temperature,term,estimate,std.error,statistic,p.value
110,28,day,0.6911949649434307,0.05728015623484983,12.066918290332815,6.125329600404863e-6
220,13,(Intercept),4.981655745795191,0.5363299551559157,9.288416016865925,0.0026412798843747426
220,13,day,0.6775133496018528,0.12597962095175888,5.377959899254591,0.012590395648891656
220,16,(Intercept),4.0197136937827205,0.6248246113651014,6.4333472476389,0.003002594421177272
220,16,day,1.007022914474729,0.15866059536025715,6.347025940424385,0.0031565443973541334
220,19,(Intercept),4.050095802253514,0.5325753775368645,7.604737231722977,0.0016044947804443846
220,19,day,1.2115367117013274,0.13384619591196087,9.051708219621213,8.25454320819353e-4
220,22,(Intercept),4.748561875552123,0.4212633791050808,11.272192436095024,9.601099171360412e-5
220,22,day,1.1788760924169488,0.10645739092850706,11.073689502766786,1.0462271105845034e-4
220,25,(Intercept),4.97536171263347,0.31289326656188426,15.901146634772465,2.449496065951519e-7
220,25,day,1.1334206273552216,0.08842494126894779,12.817883858219144,1.295165198647481e-6
220,28,(Intercept),5.767976060612078,0.22872280931595138,25.218193488714782,3.935364738157286e-8
220,28,day,0.5993565612516949,0.06607819108218713,9.070414178048907,4.054750940753467e-5
330,13,(Intercept),5.290674726694367,0.3110869598670308,17.00706043402071,7.009547092101833e-5
330,13,day,0.637340321504654,0.07930882633826239,8.036184002853796,0.001301362407676426
330,16,(Intercept),4.563990372468766,0.46882697455017275,9.734914201231264,6.235522470680588e-4
330,16,day,0.8664900317335745,0.1190023294582379,7.2812863048841105,0.0018905589347454925
330,19,(Intercept),5.014183260310688,0.5606086772882468,8.944177040864027,8.64246237497221e-4
330,19,day,0.9977189108141026,0.1408367408382496,7.084223228084911,0.0020959747198422076
330,22,(Intercept),4.214409498065495,0.35310622148725324,11.93524566153143,7.27820813987102e-5
330,22,day,1.246909865619257,0.08919816567522068,13.97909762134996,3.3681127517987426e-5
330,25,(Intercept),5.158397236349594,0.2812419864210907,18.341490550511768,8.03506037958864e-8
330,25,day,1.1010644436447456,0.07944621828469381,13.85924298749004,7.103660383963055e-7
330,28,(Intercept),5.490093770127644,0.3599084082783637,15.254141453348446,1.2531462577889467e-6
330,28,day,0.672973624025976,0.1039331893861095,6.475059872606179,3.420745028710913e-4
440,13,(Intercept),4.789905163978843,0.47234716168562796,10.140645593985338,5.324087980694628e-4
440,13,day,0.748991757210323,0.12035902515546322,6.222979591624961,0.003395167270226902
440,16,(Intercept),4.803683324789023,0.3759478236570424,12.777526620745045,2.161898389132793e-4
440,16,day,0.8281356317966733,0.09548224574012672,8.673189715820087,9.725116958118394e-4
440,19,(Intercept),5.193257788717382,0.5500941861535091,9.440670196918157,7.019939315236726e-4
440,19,day,0.9839471893494871,0.13814631006509176,7.122500694270234,0.0020539970314259744
440,22,(Intercept),3.730914451321409,0.4117817592960638,9.060416997827598,2.7383407406447415e-4
440,22,day,1.3468430731986791,0.10398513223511188,12.95226581193788,4.889122032875677e-5
440,25,(Intercept),4.871251910652727,0.31423222628342196,15.502076181897072,2.9845953609442337e-7
440,25,day,1.178793616016171,0.088731326300212,13.284976852795612,9.84002692537711e-7
440,28,(Intercept),5.268888316057926,0.28851344226067427,18.262193521289873,3.6545437080779997e-7
440,28,day,0.6829607309434564,0.08328233952915302,8.200546896312702,7.779427813551484e-5
