curve.id.list,topt.list,maxgrowth.list,z.list,w.list,a.list,b.list,rsqr.list,s.list,n.list
TT,25.953660134838007,1.365348038740514,-8.581869488290142,79.18487196154376,0.047827380996116685,0.18426282588532428,0.9605384150386614,0.08756585996388094,24
CS,24.260156924493373,1.8568777271760768,18.34335131852707,25.22415245227758,0.2352883331549761,0.09539993856086589,0.874768881508001,0.2896786592261167,25
AC,20.74775091349639,0.4788711893310759,18.263300039044363,21.590364845785412,0.19874090363494668,0.04500971802808131,0.7955824680358043,0.15776209013815792,25
CH,26.415906286343077,1.2194171742251307,19.877930656389854,35.6232500535371,0.40004818171298734,0.047670612574622094,0.7829953862564711,0.25812919293809616,30
