N.Treatment,Temperature,term,estimate,std.error,statistic,p.value
22,28,(Intercept),5.233628065390678,0.29585648039589313,17.68975301263446,1.0665175245352172e-7
22,28,day,1.0306553538605623,0.09632132050882879,10.700178822466338,5.110156207400168e-6
33,13,(Intercept),6.134810032547146,0.15292825513304645,40.11560863759223,1.8148878353327053e-7
33,13,day,0.10142893762300202,0.033095204833404536,3.0647623464963436,0.027949964892836087
33,16,(Intercept),5.142485434193224,0.22218559697858012,23.144999064403745,4.264431705921273e-7
33,16,day,0.4228816426477622,0.05124969839175274,8.251397684631323,1.712991114878982e-4
33,19,(Intercept),4.971896998154832,0.2268586593386534,21.916276031292288,3.671393983273695e-6
33,19,day,0.7645829664944767,0.05957617418676496,12.833703689961535,5.113276684163806e-5
33,22,(Intercept),4.024186954121371,0.4112084322890231,9.786246190819647,2.466492150492325e-5
33,22,day,1.1787481993921822,0.12906455573159792,9.133012489064013,3.877092491974803e-5
33,25,(Intercept),5.188303648007451,0.24503113565734547,21.174058692944385,2.6009338258427125e-8
33,25,day,1.0250751370156357,0.08002212212561494,12.809896935831336,1.3013679832156245e-6
33,28,(Intercept),5.330023797965995,0.20426572595535858,26.09357870997335,4.996709944489091e-9
33,28,day,1.0446259941523717,0.06646940100303707,15.715893003227778,2.683208891950578e-7
55,13,(Intercept),5.434909514259107,0.18348154841218567,29.62101400000042,8.222720208460054e-7
55,13,day,0.22617688254364937,0.048472766562905494,4.666060936508101,0.005502022314877304
55,16,(Intercept),4.2532600756160885,0.39533148564680215,10.758718265653256,3.811453301564583e-5
55,16,day,0.5635127995611575,0.0911632417164691,6.18135982168958,8.245424668993181e-4
55,19,(Intercept),2.168373205379537,0.9953956805777127,2.1784032698645484,0.08127653932261628
55,19,day,1.2714268671864153,0.2613248959062871,4.865310910302085,0.004611706869335795
55,22,(Intercept),4.2713086249698,0.33349838402926285,12.807584172866676,4.102216420748625e-6
55,22,day,1.1025586169265447,0.10463398339062728,10.537289905234628,1.5136246157478443e-5
55,25,(Intercept),4.994396769735487,0.16408992766840527,30.43694906020203,1.4742285323097553e-9
55,25,day,1.0716508539466523,0.05356679646220671,20.005879102789734,4.064519250011126e-8
55,28,(Intercept),5.317200857926123,0.28435733373216454,18.699010811989048,6.907066990523933e-8
55,28,day,1.0491131690936957,0.09248540025731782,11.343554400746465,3.287579366362989e-6
110,13,(Intercept),4.656822447401833,0.1955907715281095,23.80900903973669,2.434577429180216e-6
110,13,day,0.4248685014381175,0.051655989573412296,8.224961034466375,4.3271259866548386e-4
110,16,(Intercept),4.4486566994736645,0.27174411651693026,16.370756270620134,3.3085909645206765e-6
110,16,day,0.5723164755555173,0.0626476800208672,9.135477568600873,9.676075921554346e-5
110,19,(Intercept),3.9012703040727357,0.26049202273127187,14.976544245646073,2.4028183016187984e-5
110,19,day,0.8486311166804037,0.06836055030474188,12.414047471784876,6.011837457437062e-5
110,22,(Intercept),4.2322539179687295,0.4293595026453528,9.857133455514864,2.3521210739572894e-5
110,22,day,1.120093333143428,0.13465519496469064,8.318233347307094,7.099381268666422e-5
110,25,(Intercept),4.295977926720058,0.25678951903079195,16.729568803798887,1.6491750699156448e-7
110,25,day,1.2639238065919884,0.08378807661694213,15.084769308768456,3.688676061118156e-7
110,28,(Intercept),4.772139011584326,0.281797327224807,16.934649659672953,1.499621959112793e-7
110,28,day,1.248763747353842,0.09161486651977696,13.630579782422872,8.075484017420315e-7
220,13,(Intercept),4.856520427358981,0.38272303710246325,12.689386205039925,1.4687008865032711e-5
220,13,day,0.35087219275975995,0.08845128812866647,3.9668409605223673,0.0073936317391981015
220,16,(Intercept),4.028595835928567,0.20116921590255846,20.025906140032493,1.006509247220396e-6
220,16,day,0.5923329411716738,0.04636206906733738,12.77624042860027,1.4116081614911422e-5
220,19,(Intercept),3.5809012427138804,0.3926309456411922,9.12027256757878,2.6539326455359214e-4
220,19,day,0.9305948923925108,0.10300405392753306,9.034546281520305,2.775809943670764e-4
220,22,(Intercept),3.095958172372105,0.36467995874650266,8.489521011831023,6.226344457788533e-5
220,22,day,1.2549130721913455,0.11430862368131274,10.97828870453367,1.1526800207943644e-5
220,25,(Intercept),4.645187539596676,0.19283862296478269,24.08847080620881,9.404451247925095e-9
220,25,day,1.2136484572211867,0.06288840139445463,19.298446618301284,5.392683633037867e-8
220,28,(Intercept),4.488294038036962,0.23566856148186374,19.04494180222832,5.982261728464417e-8
220,28,day,1.3130770830634158,0.07658030659216024,17.146406713365646,1.3609711720311043e-7
330,22,(Intercept),4.345097032668969,0.610220258778626,7.120538805718791,9.994730303330796e-5
330,22,day,1.1866470594998433,0.1677606176297943,7.073454284237773,1.0470584033079621e-4
330,25,(Intercept),5.403414466760411,0.24669119493562294,21.903556258546228,1.9917827866740814e-8
330,25,day,1.1902864443079977,0.08040671436033166,14.803321510861547,4.2684317302209067e-7
330,28,(Intercept),4.67035363027274,0.16625872730049693,28.0908780315124,2.7856296411398136e-9
330,28,day,1.3083524515490776,0.054001851303883006,24.227918487213056,8.98509355294529e-9
440,13,(Intercept),5.60704254351828,0.20562452530682393,27.26835495499234,1.2409992995128862e-6
440,13,day,0.3448566460741187,0.044438870650468296,7.760247752166596,5.683351594855846e-4
440,16,(Intercept),4.878802234553618,0.18851729092708436,25.879866035421998,2.1946398573246998e-7
440,16,day,0.5728959393686345,0.04343307530535741,13.190314877334247,1.1724772165841987e-5
440,19,(Intercept),3.9934753807857675,0.43752356041631546,9.127452192485059,2.6440173032362763e-4
440,19,day,1.0232262908471805,0.11473785246122073,8.917948775387897,2.9524402553994365e-4
440,22,(Intercept),4.391884017409604,0.4530650933458833,9.693715278251881,2.6253919446663948e-5
440,22,day,1.1658048251975068,0.14187359209535855,8.217208065148064,7.678821333189842e-5
440,25,(Intercept),3.8314606249265672,0.3462693753393338,11.06497108261985,3.968288789167125e-6
440,25,day,1.485411043646177,0.11281375289777848,13.166932271033664,1.053863569381427e-6
440,28,(Intercept),5.192336697476185,0.27325904834568265,19.001517896335823,6.090343855011186e-8
440,28,day,1.1190612746733137,0.0887126060000894,12.614456108663813,1.4640206823834882e-6
