root,temp,model,Species
13.11526820348736,3.7,IDE_birth_ks_fix,AC
12.544030204517274,3.8,IDE_birth_ks_fix,AC
12.027719148583992,3.9,IDE_birth_ks_fix,AC
11.558984960671733,4,IDE_birth_ks_fix,AC
11.131627947282995,4.1,IDE_birth_ks_fix,AC
10.740600557194043,4.2,IDE_birth_ks_fix,AC
10.381507971561367,4.3,IDE_birth_ks_fix,AC
10.050762918983978,4.4,IDE_birth_ks_fix,AC
9.745234780194254,4.5,IDE_birth_ks_fix,AC
9.462209302209274,4.6,IDE_birth_ks_fix,AC
9.199452933566931,4.7,IDE_birth_ks_fix,AC
8.954909261110132,4.8,IDE_birth_ks_fix,AC
8.72684958491396,4.9,IDE_birth_ks_fix,AC
8.513748672308239,5,IDE_birth_ks_fix,AC
8.314269432789766,5.1,IDE_birth_ks_fix,AC
8.127150370407236,5.2,IDE_birth_ks_fix,AC
7.951458920264915,5.300000000000001,IDE_birth_ks_fix,AC
7.786204219945328,5.4,IDE_birth_ks_fix,AC
7.6305513139855865,5.5,IDE_birth_ks_fix,AC
7.483752837452061,5.6,IDE_birth_ks_fix,AC
7.345135574181206,5.7,IDE_birth_ks_fix,AC
7.214098877784843,5.800000000000001,IDE_birth_ks_fix,AC
7.090097830221704,5.9,IDE_birth_ks_fix,AC
6.972638987865925,6,IDE_birth_ks_fix,AC
6.861274581620453,6.1,IDE_birth_ks_fix,AC
6.755590023800108,6.2,IDE_birth_ks_fix,AC
6.655220370543259,6.300000000000001,IDE_birth_ks_fix,AC
6.559829514787278,6.4,IDE_birth_ks_fix,AC
6.469168492020818,6.5,IDE_birth_ks_fix,AC
6.382831014545054,6.6,IDE_birth_ks_fix,AC
6.300617072942233,6.7,IDE_birth_ks_fix,AC
6.222286496828276,6.800000000000001,IDE_birth_ks_fix,AC
6.14761795962433,6.9,IDE_birth_ks_fix,AC
6.0764071804358055,7,IDE_birth_ks_fix,AC
6.008465327699764,7.1000000000000005,IDE_birth_ks_fix,AC
5.943617598647404,7.2,IDE_birth_ks_fix,AC
5.8817019524113325,7.3,IDE_birth_ks_fix,AC
5.822567977769526,7.4,IDE_birth_ks_fix,AC
5.766075879174137,7.5,IDE_birth_ks_fix,AC
5.712095566951754,7.6000000000000005,IDE_birth_ks_fix,AC
5.660505839457273,7.7,IDE_birth_ks_fix,AC
5.611193646573433,7.800000000000001,IDE_birth_ks_fix,AC
5.564053425321102,7.9,IDE_birth_ks_fix,AC
5.518986499520637,8,IDE_birth_ks_fix,AC
5.4759005364528335,8.100000000000001,IDE_birth_ks_fix,AC
5.4347173876668045,8.2,IDE_birth_ks_fix,AC
5.395353095764297,8.3,IDE_birth_ks_fix,AC
5.3576619474088165,8.4,IDE_birth_ks_fix,AC
5.321695162198735,8.5,IDE_birth_ks_fix,AC
5.287325052267001,8.600000000000001,IDE_birth_ks_fix,AC
5.254488864308625,8.7,IDE_birth_ks_fix,AC
5.223127472019906,8.8,IDE_birth_ks_fix,AC
5.193185127119029,8.9,IDE_birth_ks_fix,AC
5.164609231360364,9,IDE_birth_ks_fix,AC
5.137350127403185,9.100000000000001,IDE_birth_ks_fix,AC
5.111360906649227,9.2,IDE_birth_ks_fix,AC
5.086597232385437,9.3,IDE_birth_ks_fix,AC
5.063017176760912,9.4,IDE_birth_ks_fix,AC
5.040581070294961,9.5,IDE_birth_ks_fix,AC
5.019251362760437,9.600000000000001,IDE_birth_ks_fix,AC
4.99899249441459,9.7,IDE_birth_ks_fix,AC
4.979770776661758,9.8,IDE_birth_ks_fix,AC
4.961561535151567,9.9,IDE_birth_ks_fix,AC
4.944318597461183,10,IDE_birth_ks_fix,AC
4.928006212472761,10.100000000000001,IDE_birth_ks_fix,AC
4.912641665669072,10.2,IDE_birth_ks_fix,AC
4.898159343238197,10.3,IDE_birth_ks_fix,AC
4.884546136370837,10.4,IDE_birth_ks_fix,AC
4.871778790806171,10.5,IDE_birth_ks_fix,AC
4.859835191637907,10.600000000000001,IDE_birth_ks_fix,AC
4.848694306257058,10.7,IDE_birth_ks_fix,AC
4.838336131065971,10.8,IDE_birth_ks_fix,AC
4.8287416416432825,10.9,IDE_birth_ks_fix,AC
4.819892746071655,11,IDE_birth_ks_fix,AC
4.811772241169895,11.1,IDE_birth_ks_fix,AC
4.804363771396688,11.200000000000001,IDE_birth_ks_fix,AC
4.797590755060227,11.3,IDE_birth_ks_fix,AC
4.791560488582108,11.4,IDE_birth_ks_fix,AC
4.786197901301616,11.5,IDE_birth_ks_fix,AC
4.781489663791175,11.6,IDE_birth_ks_fix,AC
4.777423122200144,11.700000000000001,IDE_birth_ks_fix,AC
4.773986269438074,11.8,IDE_birth_ks_fix,AC
4.771167717927207,11.9,IDE_birth_ks_fix,AC
4.768956673820265,12,IDE_birth_ks_fix,AC
4.767342912589358,12.1,IDE_birth_ks_fix,AC
4.766316755900349,12.200000000000001,IDE_birth_ks_fix,AC
4.765869049694496,12.3,IDE_birth_ks_fix,AC
4.765991143406292,12.4,IDE_birth_ks_fix,AC
4.766674870252601,12.5,IDE_birth_ks_fix,AC
4.767912528533649,12.600000000000001,IDE_birth_ks_fix,AC
4.769696863891741,12.700000000000001,IDE_birth_ks_fix,AC
4.772021052477882,12.8,IDE_birth_ks_fix,AC
4.774878684981066,12.9,IDE_birth_ks_fix,AC
4.77826375147812,13,IDE_birth_ks_fix,AC
4.782170627066271,13.100000000000001,IDE_birth_ks_fix,AC
4.786594058242963,13.200000000000001,IDE_birth_ks_fix,AC
4.791529150000708,13.3,IDE_birth_ks_fix,AC
4.796971353607347,13.4,IDE_birth_ks_fix,AC
4.802977490200816,13.5,IDE_birth_ks_fix,AC
4.8094215992354314,13.600000000000001,IDE_birth_ks_fix,AC
4.816361139100924,13.700000000000001,IDE_birth_ks_fix,AC
4.8237928367675345,13.8,IDE_birth_ks_fix,AC
4.8317137137819035,13.9,IDE_birth_ks_fix,AC
4.840121077657956,14,IDE_birth_ks_fix,AC
4.849012513803081,14.100000000000001,IDE_birth_ks_fix,AC
4.858385877964166,14.200000000000001,IDE_birth_ks_fix,AC
4.868239289180176,14.3,IDE_birth_ks_fix,AC
4.878571123228353,14.4,IDE_birth_ks_fix,AC
4.889380006553058,14.5,IDE_birth_ks_fix,AC
4.9006648106664885,14.600000000000001,IDE_birth_ks_fix,AC
4.9124246470122905,14.700000000000001,IDE_birth_ks_fix,AC
4.924658862283456,14.8,IDE_birth_ks_fix,AC
4.937386310107331,14.9,IDE_birth_ks_fix,AC
4.950549394505383,15,IDE_birth_ks_fix,AC
4.964217038898685,15.100000000000001,IDE_birth_ks_fix,AC
4.978334579516799,15.200000000000001,IDE_birth_ks_fix,AC
4.992939204223396,15.3,IDE_birth_ks_fix,AC
5.008019417055088,15.4,IDE_birth_ks_fix,AC
5.02357629114617,15.5,IDE_birth_ks_fix,AC
5.03961113095921,15.600000000000001,IDE_birth_ks_fix,AC
5.056125471120386,15.700000000000001,IDE_birth_ks_fix,AC
5.073121075536304,15.8,IDE_birth_ks_fix,AC
5.090599936792022,15.9,IDE_birth_ks_fix,AC
5.10856427583037,16,IDE_birth_ks_fix,AC
5.127016541914876,16.1,IDE_birth_ks_fix,AC
5.145959412878172,16.200000000000003,IDE_birth_ks_fix,AC
5.165395795659874,16.3,IDE_birth_ks_fix,AC
5.185328827138003,16.4,IDE_birth_ks_fix,AC
5.205761875259633,16.5,IDE_birth_ks_fix,AC
5.226698540476703,16.6,IDE_birth_ks_fix,AC
5.248142657494164,16.700000000000003,IDE_birth_ks_fix,AC
5.270098297338562,16.8,IDE_birth_ks_fix,AC
5.292569769755527,16.9,IDE_birth_ks_fix,AC
5.315561625946363,17,IDE_birth_ks_fix,AC
5.339078661653449,17.1,IDE_birth_ks_fix,AC
5.3631259206065485,17.200000000000003,IDE_birth_ks_fix,AC
5.3877697334976435,17.3,IDE_birth_ks_fix,AC
5.41289358156031,17.4,IDE_birth_ks_fix,AC
5.438564312110753,17.5,IDE_birth_ks_fix,AC
5.464792207547559,17.6,IDE_birth_ks_fix,AC
5.491587949233181,17.700000000000003,IDE_birth_ks_fix,AC
5.518951516541757,17.8,IDE_birth_ks_fix,AC
5.546890012016362,17.9,IDE_birth_ks_fix,AC
5.575410838200473,18,IDE_birth_ks_fix,AC
5.604521704512923,18.1,IDE_birth_ks_fix,AC
5.634230634523913,18.200000000000003,IDE_birth_ks_fix,AC
5.664545973645466,18.3,IDE_birth_ks_fix,AC
5.695476397250873,18.4,IDE_birth_ks_fix,AC
5.72703091923824,18.5,IDE_birth_ks_fix,AC
5.759218901054869,18.6,IDE_birth_ks_fix,AC
5.792050061199558,18.700000000000003,IDE_birth_ks_fix,AC
5.8255344852219775,18.8,IDE_birth_ks_fix,AC
5.859682636239002,18.9,IDE_birth_ks_fix,AC
5.894505365989106,19,IDE_birth_ks_fix,AC
5.9300139264482645,19.1,IDE_birth_ks_fix,AC
5.9662199820310855,19.2,IDE_birth_ks_fix,AC
6.003135622403887,19.3,IDE_birth_ks_fix,AC
6.040773375937087,19.400000000000002,IDE_birth_ks_fix,AC
6.07914622382725,19.5,IDE_birth_ks_fix,AC
6.118267614920209,19.6,IDE_birth_ks_fix,AC
6.158151481269896,19.7,IDE_birth_ks_fix,AC
6.198812254469249,19.8,IDE_birth_ks_fix,AC
6.240264882792383,19.900000000000002,IDE_birth_ks_fix,AC
6.282524849190125,20,IDE_birth_ks_fix,AC
6.325608190184158,20.1,IDE_birth_ks_fix,AC
6.3695315157076235,20.2,IDE_birth_ks_fix,AC
6.4143120299446075,20.3,IDE_birth_ks_fix,AC
6.459967553223545,20.400000000000002,IDE_birth_ks_fix,AC
6.506455509868916,20.5,IDE_birth_ks_fix,AC
6.553917093011752,20.6,IDE_birth_ks_fix,AC
6.602311079085247,20.7,IDE_birth_ks_fix,AC
6.651657995203767,20.8,IDE_birth_ks_fix,AC
6.701979112161222,20.900000000000002,IDE_birth_ks_fix,AC
6.753296474072149,21,IDE_birth_ks_fix,AC
6.8056329295904385,21.1,IDE_birth_ks_fix,AC
6.85900974302,21.2,IDE_birth_ks_fix,AC
6.9134508730966635,21.3,IDE_birth_ks_fix,AC
6.968984597617375,21.400000000000002,IDE_birth_ks_fix,AC
7.0256373553992715,21.5,IDE_birth_ks_fix,AC
7.083436535849633,21.6,IDE_birth_ks_fix,AC
7.142410687123453,21.7,IDE_birth_ks_fix,AC
7.202589321444599,21.8,IDE_birth_ks_fix,AC
7.264003119047596,21.900000000000002,IDE_birth_ks_fix,AC
7.326683941208032,22,IDE_birth_ks_fix,AC
