temp,Species,rep,term,estimate,std.error,statistic,p.value,draw_down
17,CS,3,a,1.8607743579751426,0.3531903587067117,5.268474385282766,0.003275895245595107,2.539225642024858
17,CS,4,a,2.5930964072269465,0.10691995514266393,24.252688880826433,2.2213951828512267e-6,1.806903592773054
17,CS,5,a,2.5633452635875744,0.5881862011602854,4.358050662410971,0.007303640370803086,1.836654736412426
17,TT,1,a,2.116087581661571,0.35979795293221706,5.88132190418611,0.00107085255052539,2.283912418338429
17,TT,2,a,2.163228059065273,0.27868318526367974,7.762319987187265,2.4043938855898575e-4,2.2367719409347275
17,TT,3,a,2.2291231906900513,0.20170811601119082,11.05123202165241,3.26686985609651e-5,2.170876809309949
17,TT,4,a,1.9781271652066825,0.35413508111795416,5.58579838789768,0.0025364303302031948,2.4218728347933176
17,TT,5,a,1.9247679391764032,0.26612097580742383,7.232680300140058,3.544473954715837e-4,2.475232060823597
24,AC,1,a,1.759105907331552,0.3511653011299569,5.009338626769829,0.0024296595448488273,2.6408940926684483
24,AC,2,a,2.5058204242541193,0.3632289852472389,6.89873475418952,9.802567752770432e-4,1.894179575745881
24,AC,3,a,2.2209548941715114,0.33620007651704453,6.606051126400962,5.78831258641927e-4,2.179045105828489
24,AC,4,a,2.1775652301417514,0.1824579557988109,11.934613761336148,2.0959951697860642e-5,2.222434769858249
24,AC,5,a,3.326768056307878,0.5417317494250037,6.140987785631769,0.0016634743771505149,1.0732319436921225
24,CH,1,a,1.940871500831725,0.33235413392305674,5.839769398749395,0.0011111972821088857,2.4591284991682754
24,CH,2,a,2.1922940501204993,0.20320852728147817,10.788395937163608,3.7516443391859745e-5,2.207705949879501
24,CH,3,a,2.2835019012067956,0.3192058318426648,7.153697311934839,3.7631820220399725e-4,2.1164980987932047
24,CH,4,a,1.6108877977750775,0.2923415702147795,5.5102933072145,0.0015004116895097853,2.789112202224923
24,CH,5,a,2.1631771208205697,0.29958185123395836,7.220654762331504,0.001951002575671817,2.2368228791794307
24,CS,1,a,2.0978509045758367,0.5657174726671423,3.708301415343014,0.01387933008254428,2.3021490954241637
24,CS,2,a,2.6504867149260707,0.3955379856898474,6.700966306190357,0.0011199484871349248,1.7495132850739297
24,CS,3,a,2.3964090988001194,0.5151461927378193,4.651901018745874,0.009647737990196983,2.003590901199881
24,CS,4,a,2.196538946138455,0.3481770806648795,6.308683334192879,0.003228034808448832,2.2034610538615453
24,CS,5,a,3.3759696995620865,1.0797510175376814,3.1266186784994354,0.02605669779827345,1.0240303004379139
24,TT,1,a,2.024105759453259,0.44787197619731856,4.519384705957804,0.004020195414933403,2.3758942405467414
24,TT,2,a,3.0676450358245035,0.3235851065908662,9.480179938266335,7.84637424598444e-5,1.3323549641754968
24,TT,3,a,2.465485865372591,0.3036701012809169,8.1189615143963,4.5991828176324134e-4,1.9345141346274093
24,TT,4,a,2.662565703373354,0.32518760770746524,8.18778342183496,1.7884620352540844e-4,1.7374342966266463
24,TT,5,a,2.31644792925228,0.4371914899700397,5.298474426871905,0.0018324941896842206,2.08355207074772
31,AC,1,a,2.492750576267722,0.4948228565459936,5.037662555985874,0.002362306617510729,1.9072494237322783
31,AC,2,a,3.522296118689072,0.5837547987822445,6.033862378582311,9.364500036600464e-4,0.8777038813109281
31,AC,3,a,3.1395303546118227,0.5025608701702124,6.247064865094838,7.796777516066934e-4,1.2604696453881776
31,AC,4,a,3.0769361180250456,0.3936910331293653,7.815611378209817,2.3151784104472606e-4,1.3230638819749547
31,AC,5,a,3.271626260583007,0.4942738598339119,6.6190558037650495,5.727566343558699e-4,1.1283737394169933
31,CH,1,a,2.0048556393639085,0.5295865140543611,3.7856999492213537,0.009119211454613304,2.395144360636092
31,CH,2,a,3.584204557153501,0.7227767830916498,4.958937034228194,0.0025549690039278895,0.8157954428464995
31,CH,3,a,2.9448976410997747,0.5077220252173589,5.800216446861934,0.001151220939507051,1.4551023589002257
31,CH,4,a,2.0101372178926935,0.26778004417680085,7.50667296389535,2.8914974092312715e-4,2.389862782107307
31,CH,5,a,2.760778788073471,0.9156751543094696,3.015019873674998,0.02354768015857112,1.6392212119265293
31,CS,1,a,2.6910738591548276,0.6580359938930715,4.089554194800045,0.014980598471408936,1.7089261408451728
31,CS,2,a,3.3577599074364803,0.4355584080106977,7.7090921577480165,0.0015237927873102228,1.04224009256352
31,CS,3,a,3.1523902863049367,0.33807107298371175,9.324637741061089,2.3881623211416362e-4,1.2476097136950637
31,CS,4,a,3.0268793487075887,0.31936606948401974,9.477773745964726,2.209623976276729e-4,1.3731206512924117
31,CS,5,a,2.803582578504005,0.3026191890622542,9.264391287253293,2.463076863871385e-4,1.5964174214959952
31,TT,1,a,3.4985322796786913,0.601834893585781,5.813109736516195,0.001137996055093929,0.9014677203213091
31,TT,2,a,4.827495289881305,0.6501561086590616,7.425132557529837,6.980425719500139e-4,-0.42749528988130425
31,TT,3,a,4.221877324204348,0.47185379438130576,8.947426881964718,2.906551945130648e-4,0.17812267579565244
31,TT,4,a,2.6643920751451797,0.5535186779656301,4.813554051938643,0.004825710869406903,1.7356079248548206
31,TT,5,a,3.433065002933073,0.5871036208647131,5.8474601091314975,0.0011036009258254653,0.9669349970669274
38,AC,1,a,2.18005592071341,0.21867252731627027,9.969500730013301,5.893738471360199e-5,2.2199440792865905
38,AC,2,a,3.7411184793141383,0.517493727794548,7.229302073395202,3.553523712251495e-4,0.658881520685862
38,AC,3,a,2.468004721590033,0.2904654622362265,8.496723509189131,1.4544170422367474e-4,1.9319952784099672
38,AC,4,a,3.687556796766325,0.41015621232258487,8.990615492289773,1.0589236882930871e-4,0.7124432032336752
38,AC,5,a,2.6483271050715183,0.6369258706662048,4.157983255259282,0.005957782746370624,1.751672894928482
38,CH,1,a,2.44256489546423,0.5260330168740057,4.643368034157574,0.0035280462171656288,1.9574351045357705
38,CH,2,a,5.625923439002691,0.550631839217578,10.217214186155426,5.123349719818812e-5,-1.225923439002691
38,CH,3,a,4.637503856943968,0.2187258859381896,21.20235488841268,7.175983812095016e-7,-0.23750385694396758
38,CH,4,a,4.56638615725858,0.8148767121057825,5.603775502993879,0.0013760788433416658,-0.16638615725857964
38,CH,5,a,2.6284399291937404,0.6342675878366759,4.14405525301817,0.006051132838168019,1.77156007080626
38,CS,1,a,2.882335942893656,0.4694997449012693,6.139164023400651,0.0016656973915396259,1.5176640571063444
38,CS,2,a,2.9978959898715836,0.39154164046215906,7.656646650233664,6.05121642923148e-4,1.4021040101284168
38,CS,3,a,2.8163676805537445,0.3445235590492805,8.17467370976187,4.453738813640918e-4,1.5836323194462558
38,CS,4,a,2.6755910143287505,0.28941293378995764,9.24489095663765,7.610365085403679e-4,1.72440898567125
38,CS,5,a,1.933996478942804,0.37871918712930175,5.106676779707234,0.0037489800076848027,2.4660035210571962
38,TT,1,a,4.503788853186331,0.645582652019575,6.976316416026881,0.002220143662691685,-0.10378885318633024
38,TT,2,a,4.22349273403551,0.16694486195112612,25.298728482413296,1.4495935460752058e-5,0.1765072659644904
38,TT,3,a,4.079801567804709,0.4534582648907307,8.99708282698919,8.448843863429939e-4,0.32019843219529154
38,TT,4,a,3.5921280397920228,0.2629364117581279,13.661584623343758,8.485030638036298e-4,0.8078719602079776
38,TT,5,a,2.7557674080828165,0.7475556779419557,3.6863707806614903,0.034603650758540744,1.6442325919171838
