N.Treatment,Temperature,day,term,estimate,std.error,statistic,p.value,N.Treatment,Temperature,log.start
330,22,3.015277777916667,day,1.4986780023210091,NaN,NaN,NaN,330,22,6.285998094508865
330,22,3.2069444445833333,day,0.9435478678115683,NaN,NaN,NaN,330,22,6.285998094508865
330,22,3.99236111125,day,0.8772370146192611,NaN,NaN,NaN,330,22,6.285998094508865
330,22,4.25,day,1.2320573734349913,NaN,NaN,NaN,330,22,6.285998094508865
330,22,4.95,day,0.9406270730661971,NaN,NaN,NaN,330,22,6.285998094508865
330,25,1.04236111125,day,1.8324469753084416,NaN,NaN,NaN,330,25,5.634789603169249
330,25,1.2256944445833333,day,1.329238740479182,NaN,NaN,NaN,330,25,5.634789603169249
330,25,2.00625,day,1.0807412039690805,NaN,NaN,NaN,330,25,5.634789603169249
330,25,2.2798611112500002,day,1.382595334324349,NaN,NaN,NaN,330,25,5.634789603169249
330,25,3.0305555554166665,day,1.0562428917074878,NaN,NaN,NaN,330,25,5.634789603169249
330,25,3.2222222220833334,day,1.0923271708959235,NaN,NaN,NaN,330,25,5.634789603169249
330,25,4.019444444583333,day,0.9245943554229674,NaN,NaN,NaN,330,25,5.634789603169249
330,25,4.2652777791666665,day,1.061563873277764,NaN,NaN,NaN,330,25,5.634789603169249
330,25,4.965277779166667,day,1.1077283398296638,NaN,NaN,NaN,330,25,5.634789603169249
330,28,1.0604166666666666,day,1.796858581721565,NaN,NaN,NaN,330,28,5.375278407684165
330,28,2.0194444445833333,day,0.9462569332589343,NaN,NaN,NaN,330,28,5.375278407684165
330,28,2.2937499999999997,day,1.0850167853463915,NaN,NaN,NaN,330,28,5.375278407684165
330,28,3.04861111125,day,0.8451825700764912,NaN,NaN,NaN,330,28,5.375278407684165
330,28,3.23611111125,day,1.1192805541695856,NaN,NaN,NaN,330,28,5.375278407684165
330,28,4.033333333333333,day,1.3657083262084624,NaN,NaN,NaN,330,28,5.375278407684165
330,28,4.284027779166666,day,0.9911648483136043,NaN,NaN,NaN,330,28,5.375278407684165
330,28,4.9798611125,day,0.9620588596823415,NaN,NaN,NaN,330,28,5.375278407684165
440,13,1.0833333333333333,day,1.668860610898759,NaN,NaN,NaN,440,13,5.214935757608986
440,13,2.04236111125,day,0.8964334510609554,NaN,NaN,NaN,440,13,5.214935757608986
440,13,3.0729166666666665,day,0.7204853490527304,NaN,NaN,NaN,440,13,5.214935757608986
440,13,4.07638888875,day,0.6521167066739064,NaN,NaN,NaN,440,13,5.214935757608986
440,13,4.997222220833334,day,0.5108341007801384,NaN,NaN,NaN,440,13,5.214935757608986
440,13,6.250694445833333,day,0.588450627846362,NaN,NaN,NaN,440,13,5.214935757608986
440,13,6.9937499999999995,day,0.647179170037319,NaN,NaN,NaN,440,13,5.214935757608986
440,16,1.0979166666666667,day,1.6112537149181854,NaN,NaN,NaN,440,16,5.3706380281276624
440,16,2.0618055554166665,day,1.1401223448615823,NaN,NaN,NaN,440,16,5.3706380281276624
440,16,3.0902777779166666,day,0.820966187801335,NaN,NaN,NaN,440,16,5.3706380281276624
440,16,4.089583333333334,day,0.815127669473758,NaN,NaN,NaN,440,16,5.3706380281276624
440,16,5.010416666666667,day,0.7706871688575532,NaN,NaN,NaN,440,16,5.3706380281276624
440,16,6.2652777791666665,day,0.8045486514755099,NaN,NaN,NaN,440,16,5.3706380281276624
