N,Temp,Species,a,b,z,w,ks,tn,r_pred
440,3.8,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14103329539595555
330,3.8,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14083545569944692
0,3.9,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.07742003798477658
11,3.9,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.12548723090897992
22,3.9,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.133030878341095
33,3.9,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.136100649476489
55,3.9,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.13881175425161135
110,3.9,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14101538212093898
220,3.9,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14217760388011363
440,3.9,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14277479159680218
330,3.9,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14257450895177648
0,4,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.07837501538602326
11,4,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.12703511790028651
22,4,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.13467181634358893
33,4,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1377794531548158
55,4,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14052399945050628
110,4,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14275480910468885
220,4,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14393136688776817
440,4,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14453592092445067
330,4,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14433316778980962
0,4.1,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.079340739643504965
11,4.1,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.12860042406710653
22,4.1,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1363312206729094
33,4.1,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1394771492820678
55,4.1,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14225551343311024
110,4.1,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14451381076287742
220,4.1,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14570486590057735
440,4.1,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14631686915427508
330,4.1,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1461116177283171
0,4.2,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.0803173120421477
11,4.2,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.13018331357837123
22,4.2,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1380092653669802
33,4.2,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14119391591220334
55,4.2,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14400647780018996
110,4.2,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1462925715791721
220,4.2,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1474982869226877
440,4.2,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14811782307169402
330,4.2,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14791004529069735
0,4.3,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.08130483440734312
11,4.3,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1317839514790324
22,4.3,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.13970612539240737
33,4.3,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14292993204929286
55,4.3,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1457770751215505
110,4.3,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1480912770216622
220,4.3,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14931181695078088
440,4.3,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14993897045883017
330,4.3,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14972863799565467
0,4.4,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.08230340909736222
11,4.4,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.13340250367776588
22,4.4,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14142197663144382
33,4.4,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14468537763418274
55,4.4,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14756748892243324
110,4.4,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14991011352904068
220,4.4,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15114564396014196
440,4.4,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15178050008052002
330,4.4,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15156758434322867
0,4.5,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.08331313899540703
11,4.5,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.13503913693408856
22,4.5,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14315699586833155
33,4.5,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14646043353052252
55,4.5,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14937790366926482
110,4.5,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15174926849612716
220,4.5,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15299995689006265
440,4.5,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15364260166965582
330,4.5,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1534270738001568
0,4.6,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.08433412750129143
11,4.6,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.13669401884487403
22,4.6,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1449113607750069
33,4.6,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14825528151014017
55,4.6,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1512085047547411
110,4.6,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15360893025871486
220,4.6,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15487494562856374
440,4.6,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15552546591184388
330,4.6,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15530729678455393
0,4.7,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.08536647852274136
11,4.7,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.13836731783025144
22,4.7,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14668524989615167
33,4.7,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15007010423774825
55,4.7,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15305947848222862
110,4.7,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15548928807772455
220,4.7,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15677080099641824
440,4.7,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15742928442936052
330,4.7,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1572084446498912
0,4.8,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.08641029646630458
11,4.8,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14005920311887154
22,4.8,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1484788426335734
33,4.8,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1519050852549637
55,4.8,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1549310120494662
110,4.8,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15739053212264742
220,4.8,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1586877147304578
440,4.8,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15935424976438842
330,4.8,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15913070966825557
0,4.9,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.08746568622786062
11,4.9,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14176984473252457
22,4.9,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15029231922989858
33,4.9,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.153760408963625
55,4.9,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15682329353154956
110,4.9,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1593128534542595
220,4.9,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.16062587946614484
440,4.9,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.16130055536151552
330,4.9,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.16107428501287338
0,5,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.08853275318272016
11,5,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14349941347009262
22,5,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1521258607515604
33,5,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15563626060838706
55,5,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15873651186317975
110,5,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.16125644400658826
220,5,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.16258548871939024
440,5,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.16326839554947645
330,5,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.16303936473987743
0,5.1,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.08961160317530395
11,5.1,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14524808089082075
22,5.1,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.153979649071064
33,5.1,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1575328262585774
55,5.1,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1606708568201577
110,5.1,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1632214965681136
220,5.1,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.16456673686759965
440,5.1,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.16525796552211908
330,5.1,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.16502614376930008
0,5.2,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.09070234250839042
11,5.2,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.14701601929688873
22,5.2,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15585386684851077
33,5.2,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15945029278929404
55,5.2,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1626265190001057
110,5.2,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.16520820476218306
220,5.2,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.16656981912992716
440,5.2,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.16726946131857523
330,5.2,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.16703481786527213
0,5.300000000000001,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.0918050779319214
11,5.300000000000001,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1488034017152667
22,5.300000000000001,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.15774869751236312
33,5.300000000000001,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.16138884786172647
55,5.300000000000001,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.16460368980239629
110,5.300000000000001,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.16721676302662225
220,5.300000000000001,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.1685949315467176
440,5.300000000000001,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.16930307980261688
330,5.300000000000001,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.16906558361540744
0,5.4,AC,0.1022522500589674,0.14335958688597672,-20,107.34028135051453,1.8840805056256047,2.211322339590249,0.092919916631355
