umax,Temperature,run,Species
0.23388504230923182,3,1,TT
0.2401897577251235,3.1758793969848966,1,TT
0.24665606011739039,3.35175879396985,1,TT
0.25328786962861793,3.5276381909547467,1,TT
0.2600891957471637,3.7035175879397,1,TT
0.26706413917656385,3.879396984924597,1,TT
0.27421689373646013,4.05527638190955,1,TT
0.28155174829485535,4.231155778894447,1,TT
0.28907308873154947,4.4070351758794,1,TT
0.29678539993238434,4.582914572864297,1,TT
0.3046932678139259,4.7587939698492505,1,TT
0.31280138137797886,4.934673366834147,1,TT
0.3211145347953165,5.110552763819101,1,TT
0.3296376295176927,5.286432160803997,1,TT
0.33837567641720284,5.462311557788951,1,TT
0.3473337979516907,5.638190954773847,1,TT
0.3565172303548156,5.814070351758801,1,TT
0.36593132584902693,5.9899497487436975,1,TT
0.37558155487953965,6.165829145728651,1,TT
0.3854735083669296,6.341708542713548,1,TT
0.39561289997579224,6.517587939698501,1,TT
0.40600556839635915,6.693467336683398,1,TT
0.4166574796356538,6.869346733668351,1,TT
0.4275747293141711,7.045226130653248,1,TT
0.4387635449636155,7.221105527638201,1,TT
0.450230288320534,7.396984924623098,1,TT
0.461981457610072,7.572864321608051,1,TT
0.4740236898132525,7.748743718592948,1,TT
0.48636376291043426,7.9246231155779014,1,TT
0.4990085980924877,8.100502512562798,1,TT
0.5119652619304129,8.276381909547752,1,TT
0.5252409684927091,8.452261306532648,1,TT
0.5388430813987154,8.628140703517602,1,TT
0.5527791157945292,8.804020100502498,1,TT
0.5670567402366178,8.979899497487452,1,TT
0.5816837784663627,9.155778894472348,1,TT
0.5966682110568813,9.331658291457302,1,TT
0.612018176911097,9.507537688442198,1,TT
0.6277419745878392,9.683417085427152,1,TT
0.6438480634297059,9.859296482412049,1,TT
0.6603450644636985,10.035175879397002,1,TT
0.6772417610420435,10.211055276381899,1,TT
0.6945470991871394,10.386934673366852,1,TT
0.7122701876001296,10.562814070351749,1,TT
0.7304202972884536,10.738693467336702,1,TT
0.7490068607621985,10.914572864321599,1,TT
0.7680394707439728,11.090452261306552,1,TT
0.7875278783303713,11.266331658291449,1,TT
0.807481990536689,11.442211055276402,1,TT
0.8279118671486236,11.618090452261299,1,TT
0.8488277167966545,11.793969849246253,1,TT
0.8702398921594158,11.96984924623115,1,TT
0.8921588841923006,12.145728643216103,1,TT
0.9145953152663758,12.321608040201,1,TT
0.9375599310903797,12.497487437185953,1,TT
0.9610635912750372,12.67336683417085,1,TT
0.9851172583841877,12.849246231155803,1,TT
1.009731985300746,13.0251256281407,1,TT
1.0349189007179218,13.201005025125653,1,TT
1.060689192546355,13.37688442211055,1,TT
1.087054089006711,13.552763819095503,1,TT
1.1140248371537966,13.7286432160804,1,TT
1.141612678553141,13.904522613065353,1,TT
1.169828821803156,14.08040201005025,1,TT
1.1986844115665751,14.256281407035203,1,TT
1.2281904937418995,14.4321608040201,1,TT
1.2583579763715493,14.608040201005053,1,TT
1.2891975858451317,14.78391959798995,1,TT
1.3207198179167867,14.959798994974904,1,TT
1.352934883012121,15.1356783919598,1,TT
1.3858526452552171,15.311557788944697,1,TT
1.4194825545977354,15.48743718592965,1,TT
1.4538335713816561,15.663316582914547,1,TT
1.4889140826148564,15.8391959798995,1,TT
1.5247318091835613,16.015075376884397,1,TT
1.5612937031710337,16.19095477386935,1,TT
1.5986058343944847,16.366834170854247,1,TT
1.6366732652176756,16.5427135678392,1,TT
1.675499912641307,16.718592964824097,1,TT
1.7150883966232557,16.89447236180905,1,TT
1.7554398735338634,17.070351758793947,1,TT
1.7965538536133379,17.2462311557789,1,TT
1.8384280012689767,17.422110552763797,1,TT
1.8810579170352844,17.59798994974875,1,TT
1.924436900021493,17.773869346733647,1,TT
1.9685556896961944,17.9497487437186,1,TT
2.013402185909937,18.125628140703498,1,TT
2.058961146144155,18.30150753768845,1,TT
2.105213859101589,18.477386934673348,1,TT
2.152137793933048,18.6532663316583,1,TT
2.1997062246318415,18.829145728643198,1,TT
2.247887829437133,19.00502512562815,1,TT
2.2966462654766095,19.180904522613048,1,TT
2.3459397193648526,19.356783919598,1,TT
2.39572043506597,19.532663316582898,1,TT
2.4459342210440433,19.70854271356785,1,TT
2.496519939573449,19.884422110552748,1,TT
2.5474089820789674,20.0603015075377,1,TT
2.5985247355303493,20.236180904522598,1,TT
2.6497820462396766,20.41206030150755,1,TT
2.7010866889030827,20.58793969849245,1,TT
2.7523348503930682,20.763819095477402,1,TT
2.8034126396305035,20.9396984924623,1,TT
2.854195636831117,21.115577889447252,1,TT
2.904548497492783,21.29145728643215,1,TT
2.9543246286252143,21.467336683417102,1,TT
3.003365956851026,21.643216080402,1,TT
3.051502810046875,21.819095477386952,1,TT
3.0985539360306706,21.99497487437185,1,TT
3.144326683309634,22.170854271356802,1,TT
3.1886173699227425,22.3467336683417,1,TT
3.2312118667685237,22.522613065326652,1,TT
3.271886421306881,22.69849246231155,1,TT
3.310408745961834,22.874371859296502,1,TT
3.3465393927264024,23.0502512562814,1,TT
3.380033431197965,23.226130653266353,1,TT
3.4106424413969436,23.40201005025125,1,TT
3.438116825151389,23.577889447236203,1,TT
3.462208430542449,23.7537688442211,1,TT
3.4826734729898368,23.929648241206053,1,TT
3.499275724218936,24.10552763819095,1,TT
3.5117899269459283,24.281407035175903,1,TT
3.520005379145029,24.4572864321608,1,TT
3.5237296178749564,24.633165829145753,1,TT
3.5227921196190946,24.80904522613065,1,TT
3.5170479228134837,24.984924623115603,1,TT
3.5063810696167943,25.1608040201005,1,TT
