List File,TT254.lst
Start Time,2016-08-16  16:12:34
Sampling Time,1 min 57 sec

Count,4542  of  4542
Particles / ml,95402

Efficiency,16.2%
PPUI,3.39

Summary Stats,Mean,Min,Max,StdDev,% CV
Area (ABD),111.77,19.60,397.67,43.86,39.24
Aspect Ratio,0.70,0.18,1.00,0.14,19.21
Circle Fit,0.65,0.12,0.94,0.12,18.05
Circularity (Hu),0.88,0.15,1.00,0.09,10.57
Compactness,1.81,1.04,8.85,0.77,42.21
Diameter (ABD),11.71,5.00,22.50,2.28,19.43
Diameter (ESD),13.61,5.66,25.95,2.52,18.51
Elongation,3.28,1.00,25.76,2.56,77.95
Geodesic Aspect Ratio,0.44,0.04,1.00,0.26,57.54
Geodesic Length,21.95,6.41,83.50,9.37,42.68
Geodesic Thickness,7.95,1.67,16.86,2.32,29.16
Image Height,38.59,20.00,71.00,5.92,15.34
Image Width,39.01,18.00,65.00,5.63,14.43
Intensity,136.87,71.36,213.51,19.57,14.30
Length,16.03,6.64,31.96,2.65,16.51
Perimeter,59.80,25.63,175.51,16.81,28.12
Roughness,1.26,1.04,2.36,0.21,16.59
Sigma Intensity,35.67,3.73,56.03,9.39,26.32
Sum Intensity,74555.33,17906.00,2.61e+005,32122.39,43.09
Transparency,0.14,0.03,0.63,0.06,40.96
Volume (ABD),938.44,65.29,5965.48,569.65,60.70
Width,10.74,2.21,22.38,2.92,27.18

Filter,Count,Count %,Volume %,P/ML,PPM
2-3um,0,0.00,0.00,0.00,0.00
3-4um,0,0.00,0.00,0.00,0.00
4-5um,0,0.00,0.00,0.00,0.00
5-6um,1,0.02,0.00,21,0.00
6-7um,6,0.13,0.01,126,0.02
7-8um,28,0.62,0.10,588,0.14
8-9um,66,1.45,0.32,1386,0.45
0-5um,0,0.00,0.00,0.00,0.00
5-10um,238,5.24,1.38,4999,1.93
10-15um,3188,70.19,53.57,66962,75
15-20um,1054,23.21,40.20,22139,56
20-25um,61,1.34,4.71,1281,6.55
25-30um,1,0.02,0.14,21,0.19
30-35um,0,0.00,0.00,0.00,0.00
35-40um,0,0.00,0.00,0.00,0.00
40-45um,0,0.00,0.00,0.00,0.00
45-50um,0,0.00,0.00,0.00,0.00
50-55um,0,0.00,0.00,0.00,0.00
55-60um,0,0.00,0.00,0.00,0.00
60-65um,0,0.00,0.00,0.00,0.00
65-70um,0,0.00,0.00,0.00,0.00
75-80um,0,0.00,0.00,0.00,0.00
80-85um,0,0.00,0.00,0.00,0.00
85-90um,0,0.00,0.00,0.00,0.00
90-95um,0,0.00,0.00,0.00,0.00
95-100um,0,0.00,0.00,0.00,0.00
9-10um,137,3.02,0.94,2878,1.31
1-2um,0,0.00,0.00,0.00,0.00
0-1um,0,0.00,0.00,0.00,0.00

