List File,TT252_R4.lst
Start Time,2016-10-04  11:47:06
Sampling Time,1 min 1 sec

Count,2192
Particles / ml,83494

Efficiency,8.5%
PPUI,3.17

Summary Stats,Mean,Min,Max,StdDev,% CV
Area (ABD),105.38,20.83,285.84,36.36,34.50
Aspect Ratio,0.75,0.30,0.99,0.12,16.10
Circle Fit,0.71,0.03,0.91,0.10,13.69
Circularity (Hu),0.91,0.40,0.99,0.07,7.22
Compactness,1.68,1.02,6.66,0.41,24.29
Diameter (ABD),11.41,5.15,19.08,1.99,17.41
Diameter (ESD),13.11,6.88,24.06,2.08,15.90
Elongation,2.84,1.00,18.86,1.42,49.94
Geodesic Aspect Ratio,0.44,0.05,1.00,0.22,49.38
Geodesic Length,20.30,7.19,59.65,5.64,27.81
Geodesic Thickness,7.90,1.65,17.89,2.08,26.28
Image Height,38.32,22.00,66.00,5.11,13.34
Image Width,37.64,24.00,60.00,4.43,11.76
Intensity,136.63,72.87,188.61,18.29,13.39
Length,15.18,7.32,32.24,2.37,15.59
Perimeter,56.39,28.76,127.75,10.28,18.23
Roughness,1.23,1.03,1.87,0.12,9.98
Sigma Intensity,41.18,10.63,56.69,7.39,17.95
Sum Intensity,70870.35,15812.00,1.78e+005,26971.37,38.06
Transparency,0.13,0.05,0.47,0.04,33.18
Volume (ABD),849.49,71.52,3635.44,442.58,52.10
Width,10.78,3.55,17.96,2.25,20.84

Filter,Count,Count %,Volume %,P/ML,PPM
2-3um,0,0.00,0.00,0.00,0.00
3-4um,0,0.00,0.00,0.00,0.00
4-5um,0,0.00,0.00,0.00,0.00
5-6um,0,0.00,0.00,0.00,0.00
6-7um,1,0.05,0.01,38,0.01
7-8um,19,0.87,0.16,724,0.17
8-9um,42,1.92,0.50,1600,0.53
0-5um,0,0.00,0.00,0.00,0.00
5-10um,137,6.25,1.88,5218,1.99
10-15um,1673,76.32,67.03,63725,71
15-20um,372,16.97,29.66,14170,31
20-25um,6,0.27,1.33,229,1.41
25-30um,0,0.00,0.00,0.00,0.00
30-35um,0,0.00,0.00,0.00,0.00
35-40um,0,0.00,0.00,0.00,0.00
40-45um,0,0.00,0.00,0.00,0.00
45-50um,0,0.00,0.00,0.00,0.00
50-55um,0,0.00,0.00,0.00,0.00
55-60um,0,0.00,0.00,0.00,0.00
60-65um,0,0.00,0.00,0.00,0.00
65-70um,0,0.00,0.00,0.00,0.00
75-80um,0,0.00,0.00,0.00,0.00
80-85um,0,0.00,0.00,0.00,0.00
85-90um,0,0.00,0.00,0.00,0.00
90-95um,0,0.00,0.00,0.00,0.00
95-100um,0,0.00,0.00,0.00,0.00
9-10um,74,3.38,1.21,2819,1.28
1-2um,0,0.00,0.00,0.00,0.00
0-1um,0,0.00,0.00,0.00,0.00

