List File,TT255R2.lst
Start Time,2016-09-27  16:06:18
Sampling Time,1 min 0 sec

Count,2916
Particles / ml,114771

Efficiency,8.5%
PPUI,4.11

Summary Stats,Mean,Min,Max,StdDev,% CV
Area (ABD),110.24,19.60,1198.39,51.72,46.92
Aspect Ratio,0.72,0.08,0.99,0.13,18.30
Circle Fit,0.69,0.00,0.91,0.12,17.54
Circularity (Hu),0.90,0.06,0.99,0.11,12.02
Compactness,1.70,1.02,20.02,1.09,64.34
Diameter (ABD),11.63,5.00,39.06,2.24,19.24
Diameter (ESD),13.65,6.06,131.55,5.46,40.00
Elongation,2.84,1.00,60.88,3.56,125.60
Geodesic Aspect Ratio,0.56,0.02,1.00,0.31,56.04
Geodesic Length,19.83,6.80,261.26,12.81,64.60
Geodesic Thickness,8.94,1.34,15.60,2.89,32.29
Image Height,40.49,22.00,250.00,11.80,29.15
Image Width,37.77,20.00,313.00,10.09,26.71
Intensity,149.37,85.35,213.37,27.76,18.58
Length,16.07,6.80,185.03,7.91,49.22
Perimeter,57.55,27.19,532.91,23.66,41.11
Roughness,1.25,1.03,2.53,0.14,11.30
Sigma Intensity,30.14,2.42,57.67,17.52,58.12
Sum Intensity,80460.81,17216.00,9.45e+005,39741.68,49.39
Transparency,0.13,0.05,0.72,0.07,51.42
Volume (ABD),928.36,65.29,31207.72,991.89,106.84
Width,10.58,2.37,60.13,2.75,26.03

Filter,Count,Count %,Volume %,P/ML,PPM
2-3um,0,0.00,0.00,0.00,0.00
3-4um,0,0.00,0.00,0.00,0.00
4-5um,0,0.00,0.00,0.00,0.00
5-6um,0,0.00,0.00,0.00,0.00
6-7um,10,0.34,0.02,394,0.06
7-8um,19,0.65,0.05,748,0.18
8-9um,55,1.89,0.21,2165,0.72
0-5um,0,0.00,0.00,0.00,0.00
5-10um,189,6.48,0.82,7439,2.83
10-15um,2285,78.36,30.62,89936,105
15-20um,386,13.24,10.17,15193,35
20-25um,22,0.75,1.43,866,4.94
25-30um,2,0.07,0.24,79,0.83
30-35um,1,0.03,0.21,39,0.74
35-40um,4,0.14,1.18,157,4.08
40-45um,6,0.21,2.81,236,9.67
45-50um,1,0.03,0.60,39,2.07
50-55um,2,0.07,1.70,79,5.86
55-60um,1,0.03,1.00,39,3.44
60-65um,0,0.00,0.00,0.00,0.00
65-70um,1,0.03,1.83,39,6.29
75-80um,2,0.07,5.86,79,20
80-85um,1,0.03,3.40,39,12
85-90um,1,0.03,3.93,39,14
90-95um,0,0.00,0.00,0.00,0.00
95-100um,0,0.00,0.00,0.00,0.00
9-10um,104,3.57,0.54,4093,1.86
1-2um,0,0.00,0.00,0.00,0.00
0-1um,0,0.00,0.00,0.00,0.00

